load_addr,years_use
서울특별시 동작구 상도로54길 24,21.0
서울특별시 동작구 상도로55길 25,15.0
서울특별시 동작구 상도로55길 47,19.0
서울특별시 동작구 상도로60길 20,27.0
서울특별시 동작구 상도로62길 81-1,10.0
서울특별시 동작구 상도로68길 27,19.0
서울특별시 동작구 상도로68길 29,19.0
서울특별시 동작구 상도로68길 31,18.0
서울특별시 동작구 상도로68길 33-1,15.0
서울특별시 동작구 서달로 123,4.0
서울특별시 동작구 서달로 150,12.0
서울특별시 동작구 서달로 158,46.0
서울특별시 동작구 서달로 83,19.0
서울특별시 동작구 서달로 91,10.0
서울특별시 동작구 서달로1길 17,19.0
서울특별시 동작구 서달로1길 8-6,21.0
서울특별시 동작구 서달로2길 29,25.0
서울특별시 동작구 성대로 52,5.0
서울특별시 동작구 성대로12길 11,18.0
서울특별시 동작구 성대로6가길 100,18.0
서울특별시 동작구 성대로6가길 144,13.0
서울특별시 동작구 성대로6가길 149,17.0
서울특별시 동작구 성대로6다길 11,16.0
서울특별시 동작구 성대로6자길 19,16.0
서울특별시 동작구 솔밭로 57,18.0
서울특별시 동작구 솔밭로 65,16.0
서울특별시 동작구 신대방1가길 38,16.0
서울특별시 동작구 신대방1나길 45,19.0
서울특별시 동작구 신대방길 85,19.0
서울특별시 동작구 알마타길 37,19.0
서울특별시 동작구 알마타길 53,19.0
서울특별시 동작구 알마타길 58,23.0
서울특별시 동작구 양녕로 170,12.0
서울특별시 동작구 양녕로 220,1.0
서울특별시 동작구 양녕로 287,19.0
서울특별시 동작구 양녕로23길 33,18.0
서울특별시 동작구 양녕로23길 43,27.0
서울특별시 동작구 양녕로23길 67,12.0
서울특별시 동작구 양녕로23길 9,20.0
서울특별시 동작구 양녕로26길 11,42.0
서울특별시 동작구 양녕로26길 15,42.0
서울특별시 동작구 양녕로26나길 8,25.0
서울특별시 동작구 양녕로27길 45,19.0
서울특별시 동작구 양녕로30길 25,20.0
서울특별시 동작구 여의대방로 22,34.0
서울특별시 동작구 여의대방로 28,26.0
서울특별시 동작구 여의대방로 8,27.0
서울특별시 동작구 여의대방로10길 100,17.0
서울특별시 동작구 여의대방로10길 13,27.0
서울특별시 동작구 여의대방로10길 14,21.0
서울특별시 동작구 여의대방로10길 38,19.0
서울특별시 동작구 여의대방로10길 59,20.0
서울특별시 동작구 여의대방로22길 24,25.0
서울특별시 동작구 여의대방로22나길 47,44.0
서울특별시 동작구 여의대방로22아길 22,29.0
서울특별시 동작구 여의대방로22카길 81,20.0
서울특별시 동작구 여의대방로24다길 40,17.0
서울특별시 동작구 여의대방로36길 16,19.0
서울특별시 동작구 여의대방로36길 34,18.0
서울특별시 동작구 여의대방로36길 7,18.0
서울특별시 동작구 여의대방로44길 10,29.0
서울특별시 동작구 여의대방로44길 47,27.0
서울특별시 동작구 여의대방로44길 9,28.0
서울특별시 동작구 여의대방로54길 39,10.0
서울특별시 동작구 여의대방로54길 6,16.0
서울특별시 동작구 여의대방로62길 15,25.0
서울특별시 동작구 여의대방로62길 22,4.0
서울특별시 동작구 여의대방로62길 23,23.0
서울특별시 동작구 여의대방로62길 24,21.0
서울특별시 동작구 여의대방로62길 7,17.0
서울특별시 동작구 여의대방로62길 8,17.0
서울특별시 동작구 장승배기로 26,18.0
서울특별시 동작구 장승배기로 64,18.0
서울특별시 동작구 장승배기로10길 100,8.0
서울특별시 동작구 장승배기로11가길 11,6.0
서울특별시 동작구 장승배기로13길 46,21.0
서울특별시 동작구 장승배기로16길 134,12.0
서울특별시 동작구 장승배기로17길 31,17.0
서울특별시 동작구 장승배기로17길 32,20.0
서울특별시 동작구 장승배기로18길 20-3,19.0
서울특별시 동작구 장승배기로18길 27,48.0
서울특별시 동작구 장승배기로4길 9,15.0
서울특별시 동작구 현충로 119,34.0
서울특별시 동작구 현충로 151,34.0
서울특별시 동작구 현충로 52,3.0
서울특별시 동작구 현충로10길 42,31.0
서울특별시 동작구 현충로2길 4,13.0
서울특별시 동작구 흑석로13마길 40,22.0
서울특별시 동작구 흑석한강로 12,11.0
서울특별시 동작구 흑석한강로 27,10.0
서울특별시 마포구  ,2.0
서울특별시 마포구  18,26.0
서울특별시 마포구 광성로 17,3.0
서울특별시 마포구 광성로 28,15.0
서울특별시 마포구 굴레방로1길 25,6.0
서울특별시 마포구 대흥로 20,19.0
서울특별시 마포구 대흥로21길 14,16.0
서울특별시 마포구 대흥로4길 54,12.0
서울특별시 마포구 도화2안길 11,29.0
서울특별시 마포구 도화4길 41,12.0
서울특별시 마포구 도화길 28,25.0
서울특별시 마포구 독막로 145,15.0
서울특별시 마포구 독막로 209,19.0
서울특별시 마포구 독막로 266,23.0
서울특별시 마포구 독막로 288,22.0
서울특별시 마포구 독막로 289,24.0
서울특별시 마포구 독막로18길 5,18.0
서울특별시 마포구 독막로20나길 21,8.0
서울특별시 마포구 독막로20나길 22,8.0
서울특별시 마포구 독막로28길 10,13.0
서울특별시 마포구 독막로28길 7,24.0
서울특별시 마포구 독막로42길 2,19.0
서울특별시 마포구 독막로42길 5,17.0
서울특별시 마포구 동교로 126,18.0
서울특별시 마포구 동교로 16-2,10.0
서울특별시 마포구 동교로17길 45,11.0
서울특별시 마포구 동교로1길 22,11.0
서울특별시 마포구 동교로1길 48,18.0
서울특별시 마포구 동교로27길 11,19.0
서울특별시 마포구 동교로27길 7,19.0
서울특별시 마포구 동교로39길 11,27.0
서울특별시 마포구 동교로3길 115,19.0
서울특별시 마포구 동교로3길 125,19.0
서울특별시 마포구 동교로3길 67,19.0
서울특별시 마포구 동교로3길 79,22.0
서울특별시 마포구 동교로41길 35,20.0
서울특별시 마포구 마포대로 109,13.0
서울특별시 마포구 마포대로 115-8,23.0
서울특별시 마포구 마포대로 143,17.0
서울특별시 마포구 마포대로 167,11.0
서울특별시 마포구 마포대로 173-15,11.0
서울특별시 마포구 마포대로 183-16,19.0
서울특별시 마포구 마포대로 195,8.0
서울특별시 마포구 마포대로 201,14.0
서울특별시 마포구 마포대로 236,52.0
서울특별시 마포구 마포대로 246,5.0
서울특별시 마포구 마포대로 262,24.0
서울특별시 마포구 마포대로 33,18.0
서울특별시 마포구 마포대로 53,16.0
서울특별시 마포구 마포대로 68,15.0
서울특별시 마포구 마포대로10길 22,18.0
서울특별시 마포구 마포대로11길 110,20.0
서울특별시 마포구 마포대로11길 50,17.0
서울특별시 마포구 마포대로11길 73,33.0
서울특별시 마포구 마포대로11길 84,34.0
서울특별시 마포구 마포대로14길 32,14.0
서울특별시 마포구 마포대로19길 8,50.0
서울특별시 마포구 마포대로1길 21,20.0
서울특별시 마포구 마포대로20길 26,18.0
서울특별시 마포구 마포대로24길 16,7.0
서울특별시 마포구 마포대로4길 90,26.0
서울특별시 마포구 마포대로4나길 71,10.0
서울특별시 마포구 마포대로4다길 18,30.0
서울특별시 마포구 마포대로4라길 30,22.0
서울특별시 마포구 마포대로7길 22,18.0
서울특별시 마포구 만리재로 113,4.0
서울특별시 마포구 만리재로 119,16.0
서울특별시 마포구 만리재로 35,7.0
서울특별시 마포구 만리재로 36,9.0
서울특별시 마포구 만리재로 45-1,3.0
서울특별시 마포구 만리재로 60,19.0
서울특별시 마포구 만리재로 74,22.0
서울특별시 마포구 만리재로 96,2.0
서울특별시 마포구 만리재로14길 27,14.0
서울특별시 마포구 망원로 14,17.0
서울특별시 마포구 망원로 16,17.0
서울특별시 마포구 망원로 19,17.0
서울특별시 마포구 망원로 36,17.0
서울특별시 마포구 망원로 61-1,20.0
서울특별시 마포구 망원로 89,19.0
서울특별시 마포구 망원로10길 6,20.0
서울특별시 마포구 망원로11길 35,17.0
서울특별시 마포구 망원로11길 38,26.0
서울특별시 마포구 망원로11길 73,19.0
서울특별시 마포구 망원로1길 27,20.0
서울특별시 마포구 망원로2길 103,20.0
서울특별시 마포구 망원로2길 14,21.0
서울특별시 마포구 망원로4길 8,23.0
서울특별시 마포구 망원로7길 57,18.0
서울특별시 마포구 모래내로3길 4,23.0
서울특별시 마포구 모래내로9길 3,14.0
서울특별시 마포구 모래내로9길 6,13.0
서울특별시 마포구 방울내로 31,18.0
서울특별시 마포구 방울내로 36,18.0
서울특별시 마포구 방울내로 37,3.0
서울특별시 마포구 방울내로 43,18.0
서울특별시 마포구 방울내로11길 147,18.0
서울특별시 마포구 방울내로11길 181,18.0
서울특별시 마포구 방울내로11길 27,18.0
서울특별시 마포구 방울내로11길 43,17.0
서울특별시 마포구 방울내로11길 73,9.0
서울특별시 마포구 방울내로1길 24,1.0
서울특별시 마포구 방울내로1길 41-14,18.0
서울특별시 마포구 방울내로1길 46,19.0
서울특별시 마포구 방울내로3길 51,19.0
서울특별시 마포구 방울내로5길 39,20.0
서울특별시 마포구 방울내로5길 41,20.0
서울특별시 마포구 방울내로5길 41-1,20.0
서울특별시 마포구 방울내로5길 49,18.0
서울특별시 마포구 방울내로5길 8,20.0
서울특별시 마포구 방울내로7길 32,18.0
서울특별시 마포구 방울내로9안길 11,17.0
서울특별시 마포구 방울내로9안길 38,18.0
서울특별시 마포구 방울내로9안길 57,14.0
서울특별시 마포구 방울내로9안길 64,16.0
서울특별시 마포구 방울내로9안길 7,17.0
서울특별시 마포구 방울내로9안길 98,20.0
서울특별시 마포구 백범로 10,20.0
서울특별시 마포구 백범로 152,7.0
서울특별시 마포구 백범로 170,4.0
서울특별시 마포구 백범로 199,17.0
서울특별시 마포구 백범로 202,11.0
서울특별시 마포구 백범로 205,11.0
서울특별시 마포구 백범로 212,11.0
서울특별시 마포구 백범로 230,13.0
서울특별시 마포구 백범로 239,15.0
서울특별시 마포구 백범로 76,20.0
서울특별시 마포구 백범로 82,15.0
서울특별시 마포구 백범로1길 83,5.0
서울특별시 마포구 백범로25길 63,21.0
서울특별시 마포구 백범로25길 92,18.0
서울특별시 마포구 백범로37길 12,22.0
서울특별시 마포구 삼개로 33,31.0
서울특별시 마포구 삼개로 38,31.0
서울특별시 마포구 상암산로1길 24,16.0
서울특별시 마포구 상암산로1길 52,17.0
서울특별시 마포구 상암산로1길 57,17.0
서울특별시 마포구 상암산로1길 92,17.0
서울특별시 마포구 새창로 52,25.637931034482758
서울특별시 마포구 새창로8길 72,22.0
서울특별시 마포구 새터산5길 11,18.0
서울특별시 마포구 새터산5길 17,18.0
서울특별시 마포구 서강대길 40,8.0
서울특별시 마포구 서강로 53,15.0
서울특별시 마포구 서강로 83,17.0
서울특별시 마포구 서강로 95,24.0
서울특별시 마포구 서강로3길 32,3.0
서울특별시 마포구 서강로9길 19,21.0
서울특별시 마포구 서강로9길 45,19.0
서울특별시 마포구 선유서로21길 30,26.0
서울특별시 마포구 성미산로 18,14.0
서울특별시 마포구 성미산로 58,20.0
서울특별시 마포구 성미산로 72,21.0
서울특별시 마포구 성미산로11길 32-7,16.0
서울특별시 마포구 성미산로11길 8,19.0
서울특별시 마포구 성미산로15길 32,19.0
서울특별시 마포구 성미산로23길 38,19.0
서울특별시 마포구 성미산로23길 54,52.0
서울특별시 마포구 성미산로23안길 8,20.0
서울특별시 마포구 성미산로27길 15-1,20.0
서울특별시 마포구 성미산로27길 6,18.0
서울특별시 마포구 성미산로29길 9,21.0
서울특별시 마포구 성미산로3가길 6-8,20.0
서울특별시 마포구 성미산로7안길 26,17.0
서울특별시 마포구 성산로4길 75,23.0
서울특별시 마포구 성암로 133,19.0
서울특별시 마포구 성암로 41,20.0
서울특별시 마포구 성암로 91,21.0
서울특별시 마포구 성암로11길 60,28.0
서울특별시 마포구 성암로1길 8,22.0
서울특별시 마포구 성암로5길 12,18.0
서울특별시 마포구 성암로7길 14,20.0
서울특별시 마포구 성암로7길 22,18.0
서울특별시 마포구 성암로7길 3,22.0
서울특별시 마포구 성지3길 11,21.0
서울특별시 마포구 숭문길 106,25.0
서울특별시 마포구 숭문길 98,4.0
서울특별시 마포구 신수로 107,25.0
서울특별시 마포구 신수로 15,18.0
서울특별시 마포구 신수로 81,15.0
서울특별시 마포구 신수로 89,11.0
서울특별시 마포구 신수로2길 26,33.0
서울특별시 마포구 신수로2길 6,14.0
서울특별시 마포구 신수로3길 23,23.0
서울특별시 마포구 신수로3길 47,24.0
서울특별시 마포구 신촌로 150,18.0
서울특별시 마포구 신촌로 160,8.0
서울특별시 마포구 양화로 114,4.0
서울특별시 마포구 양화로 26,16.0
서울특별시 마포구 양화로 45,10.0
서울특별시 마포구 양화로1길 38,18.0
서울특별시 마포구 양화로3길 45,18.0
서울특별시 마포구 양화로3길 59,18.0
서울특별시 마포구 양화로7안길 30,19.0
서울특별시 마포구 양화로7안길 35,21.0
서울특별시 마포구 양화진길 37,17.0
서울특별시 마포구 어울마당로 11,22.0
서울특별시 마포구 어울마당로3길 19,16.0
서울특별시 마포구 연남로 27,22.0
서울특별시 마포구 연남로 30,19.0
서울특별시 마포구 연남로 52,19.0
서울특별시 마포구 연남로 83,22.0
서울특별시 마포구 연남로1길 84,10.0
서울특별시 마포구 연남로5길 44,18.0
서울특별시 마포구 연남로9길 20,19.0
서울특별시 마포구 와우산로 1,18.0
서울특별시 마포구 와우산로 4,22.0
서울특별시 마포구 와우산로30길 135,15.0
서울특별시 마포구 와우산로30길 44,18.0
서울특별시 마포구 와우산로33길 26-7,25.0
서울특별시 마포구 월드컵로 338,19.0
서울특별시 마포구 월드컵로10길 50,23.0
서울특별시 마포구 월드컵로11길 35,18.0
서울특별시 마포구 월드컵로11길 37,18.0
서울특별시 마포구 월드컵로11길 50,19.0
서울특별시 마포구 월드컵로13길 79,11.0
서울특별시 마포구 월드컵로16길 47,19.0
서울특별시 마포구 월드컵로17길 67,15.0
서울특별시 마포구 월드컵로1길 14,7.0
서울특별시 마포구 월드컵로20길 46,18.0
서울특별시 마포구 월드컵로23길 46,20.0
서울특별시 마포구 월드컵로25길 122,26.0
서울특별시 마포구 월드컵로25길 125,24.0
서울특별시 마포구 월드컵로25길 128,28.0
서울특별시 마포구 월드컵로25길 17,9.0
서울특별시 마포구 월드컵로25길 26,13.0
서울특별시 마포구 월드컵로25길 75,19.0
서울특별시 마포구 월드컵로26길 13,15.0
서울특별시 마포구 월드컵로26길 17,20.0
서울특별시 마포구 월드컵로26길 21,20.0
서울특별시 마포구 월드컵로26길 23,16.0
서울특별시 마포구 월드컵로26길 33,9.0
서울특별시 마포구 월드컵로26길 43,20.0
서울특별시 마포구 월드컵로26길 57,16.0
서울특별시 마포구 월드컵로29길 113,21.0
서울특별시 마포구 월드컵로29길 14,3.0
서울특별시 마포구 월드컵로29길 68,25.0
서울특별시 마포구 월드컵로29길 84,21.0
서울특별시 마포구 월드컵로30다길 23-13,19.0
서울특별시 마포구 월드컵로30다길 23-15,19.0
서울특별시 마포구 월드컵로31길 103,22.0
서울특별시 마포구 월드컵로31길 33,21.0
서울특별시 마포구 월드컵로31길 77,19.0
서울특별시 마포구 월드컵로31길 89,18.0
서울특별시 마포구 월드컵로3길 14,6.0
서울특별시 마포구 월드컵북로 194,26.0
서울특별시 마포구 월드컵북로 216,17.0
서울특별시 마포구 월드컵북로 235,36.0
서울특별시 마포구 월드컵북로 260,36.0
서울특별시 마포구 월드컵북로 39,15.0
서울특별시 마포구 월드컵북로 501,12.0
서울특별시 마포구 월드컵북로 502-36,12.0
서울특별시 마포구 월드컵북로 502-37,12.0
서울특별시 마포구 월드컵북로 502-7,12.0
서울특별시 마포구 월드컵북로 98,15.0
서울특별시 마포구 월드컵북로12길 106,17.0
서울특별시 마포구 월드컵북로12안길 74-10,22.0
서울특별시 마포구 월드컵북로12안길 88,19.0
서울특별시 마포구 월드컵북로15안길 13,18.0
서울특별시 마포구 월드컵북로30길 9-22,18.0
서울특별시 마포구 월드컵북로38가길 20,22.0
서울특별시 마포구 월드컵북로38가길 22-5,13.0
서울특별시 마포구 월드컵북로38길 53,16.0
서울특별시 마포구 월드컵북로38길 54,16.0
서울특별시 마포구 월드컵북로42가길 11,13.0
서울특별시 마포구 월드컵북로43길 11,13.0
서울특별시 마포구 월드컵북로47길 46,19.0
서울특별시 마포구 월드컵북로5길 68,17.0
서울특별시 마포구 월드컵북로5나길 18,17.0
서울특별시 마포구 월드컵북로7길 26-10,18.0
서울특별시 마포구 월드컵북로7길 26-6,18.0
서울특별시 마포구 월드컵북로7길 40,20.0
서울특별시 마포구 월드컵북로7길 42,20.0
서울특별시 마포구 월드컵북로9길 31,15.0
서울특별시 마포구 임정로25길 19,18.0
서울특별시 마포구 임정로25길 21,18.0
서울특별시 마포구 창전로 26,23.0
서울특별시 마포구 창전로 45,15.0
서울특별시 마포구 창전로 63,17.0
서울특별시 마포구 창전로2길 10,18.0
서울특별시 마포구 창전로2길 42,17.0
서울특별시 마포구 큰우물로 28,19.0
서울특별시 마포구 큰우물로 75,38.0
서울특별시 마포구 큰우물로 76,38.0
서울특별시 마포구 토정로 136-11,18.0
서울특별시 마포구 토정로 158,12.0
서울특별시 마포구 토정로 167,15.0
서울특별시 마포구 토정로 198,25.0
서울특별시 마포구 토정로 242,26.0
서울특별시 마포구 토정로 34,19.0
서울특별시 마포구 토정로 67,15.0
서울특별시 마포구 토정로11길 39,19.0
서울특별시 마포구 토정로18길 11,6.0
서울특별시 마포구 토정로2길 6-12,19.0
서울특별시 마포구 토정로31길 23,7.0
서울특별시 마포구 토정로31길 24,6.0
서울특별시 마포구 토정로32길 11,25.0
서울특별시 마포구 토정로32길 6,18.0
서울특별시 마포구 토정로37길 46,39.0
서울특별시 마포구 토정로5길 9,17.0
서울특별시 마포구 포은로 143,1.0
서울특별시 마포구 포은로 147,46.0
서울특별시 마포구 포은로 34,5.0
서울특별시 마포구 포은로2나길 35,20.0
서울특별시 마포구 포은로6길 33,18.0
서울특별시 마포구 포은로6길 34,19.0
서울특별시 마포구 포은로8길 8,22.0
서울특별시 마포구 홍익로 10,18.0
서울특별시 마포구 효창원로93길 18,26.0
서울특별시 마포구 희우정로 105,18.0
서울특별시 마포구 희우정로 115-1,17.0
서울특별시 마포구 희우정로 120,21.0
서울특별시 마포구 희우정로 15,17.0
서울특별시 마포구 희우정로 16,19.0
서울특별시 마포구 희우정로 77,3.0
서울특별시 마포구 희우정로17길 11,18.0
서울특별시 마포구 희우정로17길 9,18.0
서울특별시 마포구 희우정로1길 21,24.0
서울특별시 마포구 희우정로1길 27,20.0
서울특별시 마포구 희우정로1길 48,17.0
서울특별시 마포구 희우정로21길 5,17.0
서울특별시 서대문구  ,2.0
서울특별시 서대문구 가재울로 45,23.0
서울특별시 서대문구 가재울로6길 53-87,30.0
서울특별시 서대문구 가재울미래로 2,7.0
서울특별시 서대문구 가좌로 100-21,13.0
서울특별시 서대문구 가좌로 34,41.0
서울특별시 서대문구 가좌로 65,24.0
서울특별시 서대문구 거북골로 100,2.0
서울특별시 서대문구 거북골로 120,13.0
서울특별시 서대문구 거북골로 154,26.0
서울특별시 서대문구 거북골로 84,3.0
서울특별시 서대문구 거북골로 91-6,17.0
서울특별시 서대문구 거북골로14길 32,13.0
서울특별시 서대문구 거북골로18가길 22,18.0
서울특별시 서대문구 거북골로18가길 23,14.0
서울특별시 서대문구 거북골로18가길 24,18.0
서울특별시 서대문구 경기대로 21,21.0
서울특별시 서대문구 경기대로 26-7,14.0
서울특별시 서대문구 경기대로3길 19-5,17.0
서울특별시 서대문구 경기대로3길 5,18.0
서울특별시 서대문구 경기대로3길 7,17.0
서울특별시 서대문구 경기대로5길 23,16.0
서울특별시 서대문구 경기대로7길 19,19.0
서울특별시 서대문구 경기대로9길 11,18.0
서울특별시 서대문구 경기대로9길 15,18.0
서울특별시 서대문구 경기대로9길 60,19.0
서울특별시 서대문구 독립문공원길 17,24.0
서울특별시 서대문구 독립문로 10,27.0
서울특별시 서대문구 독립문로14길 33,11.0
서울특별시 서대문구 독립문로14길 74,20.0
서울특별시 서대문구 독립문로8길 141,53.0
서울특별시 서대문구 독립문로8길 33,28.0
서울특별시 서대문구 독립문로8길 54,16.0
서울특별시 서대문구 동교로 290,17.0
서울특별시 서대문구 동교로 291,23.0
서울특별시 서대문구 명지길 104,16.0
서울특별시 서대문구 명지길 30,17.0
서울특별시 서대문구 명지길 39,21.0
서울특별시 서대문구 명지길 42,17.0
서울특별시 서대문구 명지길 48,17.0
서울특별시 서대문구 명지길 58,17.0
서울특별시 서대문구 명지길 72,17.0
서울특별시 서대문구 명지길 80,17.0
서울특별시 서대문구 명지길 86,17.0
서울특별시 서대문구 모래내로 143,24.0
서울특별시 서대문구 모래내로 151,5.0
서울특별시 서대문구 모래내로 179,17.0
서울특별시 서대문구 모래내로 181,17.0
서울특별시 서대문구 모래내로 309,25.0
서울특별시 서대문구 모래내로 319,20.0
서울특별시 서대문구 모래내로 344-11,16.0
서울특별시 서대문구 모래내로 344-7,16.0
서울특별시 서대문구 모래내로 352-9,19.0
서울특별시 서대문구 모래내로 376,6.0
서울특별시 서대문구 모래내로 411,6.0
서울특별시 서대문구 모래내로 430,24.0
서울특별시 서대문구 모래내로 453,47.0
서울특별시 서대문구 모래내로 455,49.0
서울특별시 서대문구 모래내로 460,19.0
서울특별시 서대문구 모래내로17길 21,12.0
서울특별시 서대문구 모래내로17길 45,21.0
서울특별시 서대문구 모래내로17길 65-16,16.0
서울특별시 서대문구 모래내로17길 65-17,18.0
서울특별시 서대문구 모래내로17길 79-14,22.0
서울특별시 서대문구 모래내로17안길 18,17.0
서울특별시 서대문구 모래내로17안길 30,20.0
서울특별시 서대문구 모래내로17안길 38,18.0
서울특별시 서대문구 모래내로20길 24-17,19.0
서울특별시 서대문구 모래내로24길 48,18.0
서울특별시 서대문구 모래내로24길 54,19.0
서울특별시 서대문구 문화촌길 6-24,20.0
서울특별시 서대문구 북아현로 29,4.0
서울특별시 서대문구 북아현로 40,26.0
서울특별시 서대문구 북아현로 68-20,18.0
서울특별시 서대문구 북아현로 68-22,18.0
서울특별시 서대문구 북아현로 72-4,19.0
서울특별시 서대문구 북아현로 87,21.0
서울특별시 서대문구 북아현로1가길 20,4.0
서울특별시 서대문구 북아현로1길 17,4.0
서울특별시 서대문구 북아현로1길 50,7.0
서울특별시 서대문구 북아현로20길 16,19.0
서울특별시 서대문구 북아현로20길 40,16.0
서울특별시 서대문구 북아현로22길 24,17.0
서울특별시 서대문구 북아현로22길 45,18.0
서울특별시 서대문구 북아현로22길 56,18.0
서울특별시 서대문구 북아현로22길 81,18.0
서울특별시 서대문구 북아현로22길 82,21.0
서울특별시 서대문구 북아현로22길 86,21.0
서울특별시 서대문구 북아현로22나길 67,17.0
서울특별시 서대문구 북아현로23길 15,21.0
서울특별시 서대문구 북아현로23길 6,20.0
서울특별시 서대문구 북아현로25길 11,19.0
서울특별시 서대문구 북아현로6길 15,14.0
서울특별시 서대문구 북아현로6길 19-19,23.0
서울특별시 서대문구 북아현로6길 65-21,18.0
서울특별시 서대문구 북아현로6길 78,47.0
서울특별시 서대문구 북아현로6길 87,20.0
서울특별시 서대문구 서소문로 27,18.0
서울특별시 서대문구 서소문로 43-30,19.0
서울특별시 서대문구 서소문로 43-8,14.0
서울특별시 서대문구 성산로 394,10.0
서울특별시 서대문구 성산로7안길 12,16.0
서울특별시 서대문구 세검정로 106-8,14.0
서울특별시 서대문구 세검정로 134,26.0
서울특별시 서대문구 세검정로1길 35,32.0
서울특별시 서대문구 세검정로1길 95,25.0
서울특별시 서대문구 세검정로3길 63,24.0
서울특별시 서대문구 세무서2길 64,26.0
서울특별시 서대문구 세무서8길 49,16.0
서울특별시 서대문구 세무서길 106-12,19.0
서울특별시 서대문구 세무서길 39,53.0
서울특별시 서대문구 송죽길 49,31.0
서울특별시 서대문구 송죽길 57-4,19.0
서울특별시 서대문구 수색로 100,10.0
서울특별시 서대문구 수색로 102,24.0
서울특별시 서대문구 수색로 147-1,17.0
서울특별시 서대문구 수색로 154,24.0
서울특별시 서대문구 수색로 157,15.0
서울특별시 서대문구 수색로6길 43,17.0
서울특별시 서대문구 수색로8길 40,15.0
서울특별시 서대문구 신촌로 1,9.0
서울특별시 서대문구 신촌로 149,8.0
서울특별시 서대문구 신촌로 163,2.0
서울특별시 서대문구 신촌로1길 18,21.0
서울특별시 서대문구 신촌로1길 29,19.0
서울특별시 서대문구 신촌로1길 69,19.0
서울특별시 서대문구 신촌로35길 10,4.0
서울특별시 서대문구 신촌역로 10,26.0
서울특별시 서대문구 연희로 261-60,4.0
서울특별시 서대문구 연희로 265,4.0
서울특별시 서대문구 연희로 377,34.0
서울특별시 서대문구 연희로 38-20,20.0
서울특별시 서대문구 연희로10길 43-16,20.0
서울특별시 서대문구 연희로10길 43-20,20.0
서울특별시 서대문구 연희로11자길 14-23,18.0
서울특별시 서대문구 연희로11자길 14-31,18.0
서울특별시 서대문구 연희로14길 62-13,18.0
서울특별시 서대문구 연희로15길 127,51.0
서울특별시 서대문구 연희로15길 131,19.0
서울특별시 서대문구 연희로16길 4,18.0
서울특별시 서대문구 연희로18안길 13,19.0
서울특별시 서대문구 연희로24길 12-5,21.0
서울특별시 서대문구 연희로24길 19-13,21.0
서울특별시 서대문구 연희로25길 101,47.0
서울특별시 서대문구 연희로26가길 33,22.0
서울특별시 서대문구 연희로26나길 21,21.0
서울특별시 서대문구 연희로28길 35-28,17.0
서울특별시 서대문구 연희로2길 46,18.0
서울특별시 서대문구 연희로2길 49,17.0
서울특별시 서대문구 연희로2안길 22,21.0
서울특별시 서대문구 연희로2안길 24,22.0
서울특별시 서대문구 연희로2안길 7-18,18.0
서울특별시 서대문구 연희로2안길 7-22,18.0
서울특별시 서대문구 연희로32길 20,29.0
서울특별시 서대문구 연희로32길 48,21.0
서울특별시 서대문구 연희로37길 25-14,10.0
서울특별시 서대문구 연희로37길 77-23,17.0
서울특별시 서대문구 연희로37길 91,19.0
서울특별시 서대문구 연희로37안길 19-26,18.0
서울특별시 서대문구 연희로39길 21,22.0
서울특별시 서대문구 연희로39길 26-7,19.0
서울특별시 서대문구 연희로39길 32-4,19.0
서울특별시 서대문구 연희로39길 9,19.0
서울특별시 서대문구 연희로41가길 75-6,19.0
서울특별시 서대문구 연희로41길 114,37.0
서울특별시 서대문구 연희로41길 142,34.0
서울특별시 서대문구 연희로41길 152,33.0
서울특별시 서대문구 연희로41길 162,30.0
서울특별시 서대문구 연희로41라길 23,16.0
서울특별시 서대문구 연희로5길 14,8.0
서울특별시 서대문구 연희로5길 54-11,8.0
서울특별시 서대문구 응암로 132,18.0
서울특별시 서대문구 응암로 133,4.0
서울특별시 서대문구 응암로 134,18.0
서울특별시 서대문구 응암로 28,35.0
서울특별시 서대문구 응암로 33,22.0
서울특별시 서대문구 응암로 35,20.0
서울특별시 서대문구 응암로 42,18.0
서울특별시 서대문구 이화여대1길 10,15.0
서울특별시 서대문구 이화여대1안길 22,4.0
서울특별시 서대문구 이화여대8길 2,48.0
서울특별시 서대문구 이화여대8길 62,23.0
서울특별시 서대문구 이화여대길 50-12,23.0
서울특별시 서대문구 증가로 150,4.0
서울특별시 서대문구 증가로 191,22.0
서울특별시 서대문구 증가로 193,22.0
서울특별시 서대문구 증가로 200-8,15.0
서울특별시 서대문구 증가로 51,13.0
서울특별시 서대문구 증가로 61,44.0
서울특별시 서대문구 증가로 74,18.0
서울특별시 서대문구 증가로 76,17.0
서울특별시 서대문구 증가로20가길 79,19.0
서울특별시 서대문구 증가로20길 68-10,19.0
서울특별시 서대문구 증가로20나길 21,20.0
서울특별시 서대문구 증가로24길 21,20.0
서울특별시 서대문구 증가로24바길 23,20.0
서울특별시 서대문구 증가로29길 30-14,18.0
서울특별시 서대문구 증가로29길 30-18,18.0
서울특별시 서대문구 증가로2길 40-16,50.0
서울특별시 서대문구 증가로2길 53,17.0
서울특별시 서대문구 증가로30길 8,14.0
서울특별시 서대문구 증가로32안길 76,21.0
서울특별시 서대문구 증가로6길 34,18.0
서울특별시 서대문구 천중로56길 41,16.0
