load_addr,years_use
서울특별시 영등포구 국회대로54길 27,12.0
서울특별시 영등포구 국회대로54길 65,9.0
서울특별시 영등포구 국회대로55길 16,15.0
서울특별시 영등포구 국회대로55길 20,17.0
서울특별시 영등포구 국회대로55길 31,20.0
서울특별시 영등포구 국회대로56길 13,4.0
서울특별시 영등포구 국회대로76가길 11,51.0
서울특별시 영등포구 당산로 175,9.0
서울특별시 영등포구 당산로 214,19.0
서울특별시 영등포구 당산로 222,17.0
서울특별시 영등포구 당산로 68,25.0
서울특별시 영등포구 당산로 95,28.0
서울특별시 영등포구 당산로31길 32,12.0
서울특별시 영등포구 당산로36길 12,25.0
서울특별시 영등포구 당산로41길 23,34.0
서울특별시 영등포구 당산로42길 13,23.0
서울특별시 영등포구 당산로42길 16,22.0
서울특별시 영등포구 당산로42길 7,21.0
서울특별시 영등포구 당산로45길 7-3,20.0
서울특별시 영등포구 당산로49길 11-4,10.0
서울특별시 영등포구 당산로4길 12,21.0
서울특별시 영등포구 당산로54길 11,27.0
서울특별시 영등포구 대림로 256,27.0
서울특별시 영등포구 대림로22길 29,17.0
서울특별시 영등포구 대림로22길 38,15.0
서울특별시 영등포구 대림로29길 13,9.0
서울특별시 영등포구 대림로31길 39,35.0
서울특별시 영등포구 대림로34다길 14,33.0
서울특별시 영등포구 대림로34다길 16,14.0
서울특별시 영등포구 대림로34마길 15,14.0
서울특별시 영등포구 대방천로 155,17.0
서울특별시 영등포구 대방천로 180,36.0
서울특별시 영등포구 대방천로14길 32,33.0
서울특별시 영등포구 대방천로14길 34,8.0
서울특별시 영등포구 대방천로14길 8,33.0
서울특별시 영등포구 도림로 187,37.0
서울특별시 영등포구 도림로 313,37.0
서울특별시 영등포구 도림로 365,22.0
서울특별시 영등포구 도림로 456,24.0
서울특별시 영등포구 도림로 464,39.0
서울특별시 영등포구 도림로143길 27,14.0
서울특별시 영등포구 도림로143길 32,21.0
서울특별시 영등포구 도림로145길 28,14.0
서울특별시 영등포구 도림로47길 1,30.0
서울특별시 영등포구 도림로54길 14,9.0
서울특별시 영등포구 도림로81길 9,18.0
서울특별시 영등포구 도림천로 391,21.0
서울특별시 영등포구 도림천로 431,14.0
서울특별시 영등포구 도림천로19길 11,4.0
서울특별시 영등포구 도림천로19길 12,10.0
서울특별시 영등포구 도신로 100,29.0
서울특별시 영등포구 도신로 31,25.0
서울특별시 영등포구 도신로 68,36.0
서울특별시 영등포구 도신로15라길 5-7,24.0
서울특별시 영등포구 도신로29길 28,20.0
서울특별시 영등포구 도신로48길 35,21.0
서울특별시 영등포구 도신로4길 14,30.0
서울특별시 영등포구 도신로4길 6,30.0
서울특별시 영등포구 도영로 2-5,24.0
서울특별시 영등포구 도영로 66,8.0
서울특별시 영등포구 도영로7길 7,25.0
서울특별시 영등포구 디지털로 420,6.0
서울특별시 영등포구 디지털로64길 15-9,25.0
서울특별시 영등포구 디지털로69길 12,23.0
서울특별시 영등포구 디지털로69길 13,24.0
서울특별시 영등포구 문래로 137,16.0
서울특별시 영등포구 문래로 191,10.0
서울특별시 영등포구 문래로 82,19.0
서울특별시 영등포구 문래로 94-7,24.0
서울특별시 영등포구 문래로20길 14,34.0
서울특별시 영등포구 문래로20길 40,18.0
서울특별시 영등포구 문래로4길 14,36.0
서울특별시 영등포구 문래로4길 26,24.0
서울특별시 영등포구 문래로4길 6,35.0
서울특별시 영등포구 문래로8길 5,26.0
서울특별시 영등포구 문래북로 108,17.0
서울특별시 영등포구 문래북로 22,31.0
서울특별시 영등포구 버드나루로 116,10.0
서울특별시 영등포구 버드나루로 130,20.0
서울특별시 영등포구 버드나루로 85,10.0
서울특별시 영등포구 버드나루로 97,7.0
서울특별시 영등포구 버드나루로12가길 13,18.0
서울특별시 영등포구 버드나루로12가길 14,19.0
서울특별시 영등포구 버드나루로14가길 8,19.0
서울특별시 영등포구 버드나루로15길 11,18.0
서울특별시 영등포구 버드나루로15길 2,9.0
서울특별시 영등포구 버드나루로16길 5,19.0
서울특별시 영등포구 버드나루로17길 2,9.0
서울특별시 영등포구 버드나루로22길 5,19.0
서울특별시 영등포구 버드나루로22길 7,20.0
서울특별시 영등포구 버드나루로5길 8,6.0
서울특별시 영등포구 선유동2로 23,31.0
서울특별시 영등포구 선유동2로 29,32.0
서울특별시 영등포구 선유동2로 56,38.0
서울특별시 영등포구 선유로 172,24.0
서울특별시 영등포구 선유로 207,22.0
서울특별시 영등포구 선유로 269,38.0
서울특별시 영등포구 선유로 33,22.0
서울특별시 영등포구 선유로 49,24.0
서울특별시 영등포구 선유로33길 22,24.0
서울특별시 영등포구 선유로33길 23,18.0
서울특별시 영등포구 선유로40길 7,10.0
서울특별시 영등포구 선유로42길 6,13.0
서울특별시 영등포구 선유로43가길 24,23.0
서울특별시 영등포구 선유로47길 34,22.0
서울특별시 영등포구 선유로51길 32,29.0
서울특별시 영등포구 선유로53길 2,16.0
서울특별시 영등포구 선유로9길 31,38.0
서울특별시 영등포구 선유로9나길 5,5.0
서울특별시 영등포구 선유로9나길 8,34.0
서울특별시 영등포구 선유서로 115,22.0
서울특별시 영등포구 선유서로 116,17.0
서울특별시 영등포구 선유서로 31,25.0
서울특별시 영등포구 선유서로 40,25.0
서울특별시 영등포구 선유서로 43,37.0
서울특별시 영등포구 선유서로 6,31.0
서울특별시 영등포구 선유서로 91,19.0
서울특별시 영등포구 선유서로21길 19,32.0
서울특별시 영등포구 선유서로21길 30,26.0
서울특별시 영등포구 선유서로24길 6,1.0
서울특별시 영등포구 선유서로26길 23,17.0
서울특별시 영등포구 선유서로34길 6,14.0
서울특별시 영등포구 선유서로9길 5,30.0
서울특별시 영등포구 시흥대로 589-8,15.0
서울특별시 영등포구 시흥대로 609,41.0
서울특별시 영등포구 시흥대로173길 13,15.0
서울특별시 영등포구 시흥대로181길 17,14.0
서울특별시 영등포구 시흥대로187길 12,23.0
서울특별시 영등포구 신길로 108,48.0
서울특별시 영등포구 신길로 119,14.0
서울특별시 영등포구 신길로 214,9.0
서울특별시 영등포구 신길로 276,19.0
서울특별시 영등포구 신길로 29,2.0
서울특별시 영등포구 신길로23길 20,41.0
서울특별시 영등포구 신길로28길 9,2.0
서울특별시 영등포구 신길로29길 17,1.0
서울특별시 영등포구 신길로42가길 34,22.0
서울특별시 영등포구 신길로42길 35,21.0
서울특별시 영등포구 신길로60나길 9,18.0
서울특별시 영등포구 신풍로 77,5.0
서울특별시 영등포구 신풍로 93,5.0
서울특별시 영등포구 신풍로22길 7,19.0
서울특별시 영등포구 양산로 177,24.0
서울특별시 영등포구 양산로 214,23.0
서울특별시 영등포구 양산로 56,16.0
서울특별시 영등포구 양산로17길 22,13.0
서울특별시 영등포구 양산로25길 12,8.0
서울특별시 영등포구 양산로25길 16,8.0
서울특별시 영등포구 양산로25길 8,8.0
서울특별시 영등포구 양평로 57,25.0
서울특별시 영등포구 양평로17길 36,29.0
서울특별시 영등포구 양평로17길 9,22.0
서울특별시 영등포구 양평로18길 13,19.0
서울특별시 영등포구 양평로23길 18,24.0
서울특별시 영등포구 양평로24길 9,26.0
서울특별시 영등포구 양평로28가길 44,7.0
서울특별시 영등포구 양평로28사길 45,8.0
서울특별시 영등포구 양평로30가길 15,22.0
서울특별시 영등포구 양평로30길 51,23.0
서울특별시 영등포구 여의나루로 12,44.0
서울특별시 영등포구 여의나루로 121,46.0
서울특별시 영등포구 여의나루로 126,45.0
서울특별시 영등포구 여의나루로 7,44.0
서울특별시 영등포구 여의대로6길 17,46.0
서울특별시 영등포구 여의대방로 25,17.0
서울특별시 영등포구 여의대방로 45,38.0
서울특별시 영등포구 여의대방로 99-3,50.0
서울특별시 영등포구 여의대방로29길 10,17.0
서울특별시 영등포구 여의대방로29길 9,15.0
서울특별시 영등포구 여의대방로31길 13,18.0
서울특별시 영등포구 여의대방로35가길 19,2.0
서울특별시 영등포구 여의대방로43가길 10,16.0
서울특별시 영등포구 여의대방로43나길 25,25.0
서울특별시 영등포구 여의대방로43라길 9,25.0
서울특별시 영등포구 여의대방로59길 12-8,46.0
서울특별시 영등포구 여의대방로5길 6,39.0
서울특별시 영등포구 여의대방로61길 1,46.0
서울특별시 영등포구 여의대방로61길 18,21.0
서울특별시 영등포구 여의대방로61길 19,35.0
서울특별시 영등포구 여의대방로61길 5-2,46.0
서울특별시 영등포구 여의대방로61길 50,10.0
서울특별시 영등포구 여의대방로61길 6,46.0
서울특별시 영등포구 여의대방로9길 5,17.0
서울특별시 영등포구 여의동로 143,20.0
서울특별시 영등포구 여의동로 213,19.0
서울특별시 영등포구 여의동로 97,19.0
서울특별시 영등포구 여의동로3길 10,14.0
서울특별시 영등포구 영등포로 106,23.0
서울특별시 영등포구 영등포로 17,23.0
서울특별시 영등포구 영등포로 351,23.0
서울특별시 영등포구 영등포로 390,9.0
서울특별시 영등포구 영등포로 395,3.0
서울특별시 영등포구 영등포로 49,28.0
서울특별시 영등포구 영등포로12길 7,26.0
서울특별시 영등포구 영등포로12길 8,40.0
서울특별시 영등포구 영등포로20길 20,7.0
서울특별시 영등포구 영등포로28길 5,26.0
서울특별시 영등포구 영등포로37길 4,51.0
서울특별시 영등포구 영등포로3길 9,24.0
서울특별시 영등포구 영등포로62길 42,20.0
서울특별시 영등포구 영등포로64길 11,31.0
서울특별시 영등포구 영등포로64길 8,31.0
서울특별시 영등포구 영등포로84길 42,16.0
서울특별시 영등포구 영등포로86길 32,19.0
서울특별시 영등포구 영신로 191,19.0
서울특별시 영등포구 영신로 193,36.0
서울특별시 영등포구 영신로 237,5.0
서울특별시 영등포구 영신로 247,2.0
서울특별시 영등포구 영신로19길 13,53.0
서울특별시 영등포구 영신로25길 8,23.0
서울특별시 영등포구 영신로33길 3,14.0
서울특별시 영등포구 영신로55길 8,7.0
서울특별시 영등포구 영신로57길 5,23.0
서울특별시 영등포구 영중로 114-8,8.0
서울특별시 영등포구 영중로 120,10.0
서울특별시 영등포구 영중로 145,23.0
서울특별시 영등포구 영중로 154,18.0
서울특별시 영등포구 영중로6길 12,8.0
서울특별시 영등포구 의사당대로 110,44.0
서울특별시 영등포구 의사당대로 127,17.0
서울특별시 용산구  174-2,52.0
서울특별시 용산구 녹사평대로 245,41.0
서울특별시 용산구 녹사평대로 250-1,53.0
서울특별시 용산구 녹사평대로 254,28.0
서울특별시 용산구 녹사평대로 286,29.0
서울특별시 용산구 녹사평대로42길 27,19.0
서울특별시 용산구 녹사평대로46길 84,23.0
서울특별시 용산구 대사관로 23,19.0
서울특별시 용산구 대사관로11길 21,17.0
서울특별시 용산구 대사관로24길 8,47.0
서울특별시 용산구 대사관로31길 19-5,10.0
서울특별시 용산구 대사관로7길 5,19.0
서울특별시 용산구 대사관로7길 8,19.0
서울특별시 용산구 대사관로8길 9,20.0
서울특별시 용산구 독서당로 111,11.0
서울특별시 용산구 독서당로 22,12.0
서울특별시 용산구 독서당로 39,16.0
서울특별시 용산구 독서당로 46,5.0
서울특별시 용산구 독서당로 70,21.0
서울특별시 용산구 독서당로 73,52.0
서울특별시 용산구 독서당로 73-4,48.0
서울특별시 용산구 독서당로 90,22.0
서울특별시 용산구 독서당로34길 22,52.0
서울특별시 용산구 독서당로6길 16,21.0
서울특별시 용산구 두텁바위로69길 29,10.0
서울특별시 용산구 백범로 250,16.0
서울특별시 용산구 백범로 260,12.0
서울특별시 용산구 백범로 275,4.0
서울특별시 용산구 백범로 313,3.0
서울특별시 용산구 백범로 341,12.0
서울특별시 용산구 백범로 346,18.0
서울특별시 용산구 백범로45길 21-26,19.0
서울특별시 용산구 백범로45길 9-10,18.0
서울특별시 용산구 백범로45길 9-11,35.0
서울특별시 용산구 백범로51길 23,17.0
서울특별시 용산구 백범로79다길 27,16.0
서울특별시 용산구 백범로79다길 35,15.0
서울특별시 용산구 백범로90길 12,9.0
