case_year,dong,floor_cat,build_area_cat,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment
2019,서울특별시 영등포구 대림동,4~7층,61~85m2,1,542000000,542000000,563750000.0,2019,201911,100,104.0,대항력있는임차인
2018,서울특별시 중랑구 묵동,지하~3층,21~60m2,1,290000000,290000000,374529810.0,2019,201911,100,129.0,대항력있는임차인
2019,서울특별시 동대문구 장안동,21층 이상,21~60m2,1,575000000,575000000,575199000.0,2019,201911,100,100.0,
2019,서울특별시 송파구 풍납동,13~20층,21~60m2,1,494000000,494000000,532222222.0,2019,201911,100,108.0,
2019,서울특별시 노원구 중계동,4~7층,61~85m2,1,840000000,840000000,851001000.0,2019,201911,100,101.0,선순위전세권
2019,서울특별시 송파구 신천동,21층 이상,61~85m2,1,1480000000,1480000000,1744500000.0,2019,201911,100,118.0,
2019,서울특별시 성동구 응봉동,13~20층,61~85m2,1,971000000,971000000,1080020000.0,2019,201911,100,111.0,
2019,서울특별시 송파구 문정동,8~12층,61~85m2,1,1170000000,1170000000,1205590000.0,2019,201911,100,103.0,
2019,서울특별시 광진구 군자동,지하~3층,61~85m2,1,245000000,245000000,255000000.0,2019,201911,100,104.0,
2019,서울특별시 노원구 월계동,8~12층,21~60m2,1,386000000,386000000,388111000.0,2019,201911,100,101.0,
2018,서울특별시 강남구 도곡동,21층 이상,86~150m2,1,2300000000,1840000000,2259000000.0,2019,201911,80,98.0,
2019,서울특별시 종로구 창신동,4~7층,21~60m2,1,250000000,250000000,251000100.0,2019,201911,100,100.0,
2019,서울특별시 강남구 삼성동,4~7층,21~60m2,1,790000000,790000000,842008100.0,2019,201911,100,107.0,지분매각
2019,서울특별시 서초구 방배동,8~12층,86~150m2,1,1240000000,1240000000,1383999000.0,2019,201911,100,112.0,
2018,서울특별시 강동구 암사동,4~7층,21~60m2,1,328500000,262800000,499996597.0,2019,201911,80,152.0,지분매각
2019,서울특별시 도봉구 방학동,8~12층,61~85m2,1,308000000,246400000,286440200.0,2019,201911,80,93.0,
2019,서울특별시 노원구 상계동,4~7층,86~150m2,1,590000000,590000000,598500000.0,2019,201911,100,101.0,
2019,서울특별시 동대문구 답십리동,4~7층,86~150m2,1,1160000000,1160000000,1178000000.0,2019,201911,100,102.0,대항력있는임차인
2019,서울특별시 노원구 월계동,지하~3층,21~60m2,1,210000000,168000000,195302678.0,2019,201911,80,93.0,
2018,서울특별시 강서구 등촌동,8~12층,21~60m2,1,505000000,505000000,541190000.0,2019,201911,100,107.0,
2018,서울특별시 강남구 압구정동,8~12층,21~60m2,1,1640000000,1312000000,1815000000.0,2019,201911,80,111.0,
2019,서울특별시 종로구 내수동,8~12층,151m2 이상,1,1700000000,1360000000,1657999999.0,2019,201911,80,98.0,
2019,서울특별시 금천구 시흥동,8~12층,21~60m2,1,310000000,310000000,343599999.0,2019,201911,100,111.0,
2018,서울특별시 관악구 봉천동,13~20층,86~150m2,1,760000000,608000000,736700000.0,2019,201911,80,97.0,
2019,서울특별시 은평구 불광동,4~7층,61~85m2,1,795000000,795000000,810000000.0,2019,201911,100,102.0,대항력있는임차인
2019,서울특별시 서대문구 홍은동,8~12층,61~85m2,1,452000000,361600000,460000000.0,2019,201911,80,102.0,
2019,서울특별시 은평구 진관동,8~12층,86~150m2,0,767000000,767000000,831000000.0,2019,201911,100,108.0,
2018,서울특별시 광진구 자양동,지하~3층,21~60m2,1,460000000,460000000,488750000.0,2019,201911,100,106.0,지분매각
2018,서울특별시 도봉구 창동,지하~3층,86~150m2,1,553000000,442400000,513850000.0,2019,201911,80,93.0,
2018,서울특별시 도봉구 창동,8~12층,61~85m2,1,610000000,488000000,570336600.0,2019,201911,80,93.0,
2019,서울특별시 송파구 풍납동,지하~3층,86~150m2,1,798000000,798000000,945810000.0,2019,201911,100,119.0,
2019,서울특별시 강동구 성내동,지하~3층,61~85m2,1,273000000,273000000,333115000.0,2019,201911,100,122.0,
2019,서울특별시 도봉구 쌍문동,,86~150m2,0,252000000,252000000,260060000.0,2019,201911,100,103.0,
2019,서울특별시 강남구 개포동,4~7층,151m2 이상,1,1080000000,864000000,1043800000.0,2019,201911,80,97.0,
2019,서울특별시 강남구 삼성동,지하~3층,86~150m2,1,1050000000,1050000000,1188999001.0,2019,201911,100,113.0,
2018,서울특별시 서초구 서초동,21층 이상,151m2 이상,1,2500000000,2000000000,2461100000.0,2019,201911,80,98.0,
2018,서울특별시 동작구 사당동,4~7층,86~150m2,1,775000000,620000000,801018500.0,2019,201911,80,103.0,
2019,서울특별시 마포구 염리동,8~12층,6~20m2,1,171000000,171000000,182600000.0,2019,201911,100,107.0,지분매각
2019,서울특별시 구로구 개봉동,지하~3층,61~85m2,1,570000000,570000000,618600000.0,2019,201911,100,109.0,
2018,서울특별시 강동구 성내동,지하~3층,151m2 이상,1,780000000,499200000,565000000.0,2019,201911,64,72.0,
2018,서울특별시 성동구 성수동2가,4~7층,61~85m2,1,647000000,647000000,678999900.0,2019,201911,100,105.0,
2018,서울특별시 중랑구 묵동,지하~3층,21~60m2,1,319000000,319000000,391110000.0,2019,201911,100,123.0,
2018,서울특별시 송파구 방이동,4~7층,61~85m2,1,570000000,570000000,586660000.0,2019,201911,100,103.0,
2019,서울특별시 영등포구 신길동,13~20층,86~150m2,1,950000000,950000000,981000000.0,2019,201910,100,103.0,
2019,서울특별시 양천구 목동,21층 이상,151m2 이상,1,2140000000,1712000000,2510000000.0,2019,201910,80,117.0,
2018,서울특별시 서대문구 홍은동,4~7층,61~85m2,1,277000000,277000000,313000000.0,2019,201910,100,113.0,대항력있는임차인
2019,서울특별시 영등포구 신길동,13~20층,86~150m2,1,716000000,716000000,729999999.0,2019,201910,100,102.0,
2019,서울특별시 강서구 등촌동,지하~3층,61~85m2,1,350000000,280000000,315388327.0,2019,201910,80,90.11095057142857,
2018,서울특별시 강동구 길동,13~20층,21~60m2,1,488000000,390400000,461899990.0,2019,201910,80,95.0,
2018,서울특별시 강동구 명일동,지하~3층,86~150m2,1,1070000000,856000000,1250013000.0,2019,201910,80,117.0,공동담보
2019,서울특별시 광진구 자양동,8~12층,151m2 이상,1,1127000000,1127000000,1172999990.0,2019,201910,100,104.0,공동담보
2019,서울특별시 강동구 암사동,4~7층,61~85m2,1,766000000,766000000,786710000.0,2019,201910,100,103.0,
2019,서울특별시 관악구 신림동,4~7층,61~85m2,1,390000000,390000000,395500000.0,2019,201910,100,101.0,대항력있는임차인
2018,서울특별시 중구 신당동,4~7층,21~60m2,1,185000000,148000000,150200100.0,2019,201910,80,81.0,
2018,서울특별시 서초구 잠원동,8~12층,61~85m2,1,1840000000,1472000000,2168880000.0,2019,201910,80,118.0,지분매각
2019,서울특별시 구로구 구로동,8~12층,61~85m2,1,650000000,520000000,565100000.0,2019,201910,80,87.0,
2019,서울특별시 강서구 염창동,13~20층,61~85m2,1,628000000,628000000,644100000.0,2019,201910,100,103.0,
2019,서울특별시 양천구 신정동,4~7층,61~85m2,1,610000000,610000000,664886000.0,2019,201910,100,109.0,
2019,서울특별시 도봉구 방학동,지하~3층,61~85m2,1,370000000,296000000,308998000.0,2019,201910,80,84.0,
2018,서울특별시 강서구 가양동,13~20층,61~85m2,1,896000000,896000000,935000000.0,2019,201910,100,104.0,
2019,서울특별시 양천구 목동,4~7층,61~85m2,1,362000000,289600000,341000000.0,2019,201910,80,94.0,
2019,서울특별시 서초구 서초동,21층 이상,86~150m2,1,1667000000,1667000000,1713999999.0,2019,201910,100,103.0,공동담보
2018,서울특별시 송파구 신천동,21층 이상,61~85m2,1,770000000,616000000,616000000.0,2019,201910,80,80.0,
2018,서울특별시 송파구 잠실동,8~12층,61~85m2,1,1612000000,1289600000,1289600000.0,2019,201910,80,80.0,
2018,서울특별시 송파구 잠실동,8~12층,86~150m2,1,2001000000,1600800000,1600800000.0,2019,201910,80,80.0,
2019,서울특별시 노원구 하계동,8~12층,61~85m2,1,638000000,510400000,591200200.0,2019,201910,80,92.66460815047022,
2019,서울특별시 노원구 중계동,4~7층,21~60m2,1,319000000,255200000,293703300.0,2019,201910,80,92.07,
2018,서울특별시 종로구 숭인동,21층 이상,86~150m2,1,813000000,813000000,900000000.0,2019,201910,100,111.0,
2018,서울특별시 서초구 방배동,지하~3층,151m2 이상,1,1750000000,1400000000,1400000000.0,2019,201910,80,80.0,
2018,서울특별시 서대문구 홍은동,지하~3층,61~85m2,1,336000000,268800000,268800000.0,2019,201910,80,80.0,
2018,서울특별시 중구 황학동,4~7층,61~85m2,1,380000000,304000000,304000000.0,2019,201910,80,80.0,
2019,서울특별시 은평구 신사동,8~12층,21~60m2,1,378000000,302400000,302400000.0,2019,201910,80,80.0,
2019,서울특별시 강서구 등촌동,4~7층,61~85m2,1,407500000,407500000,407500000.0,2019,201910,100,100.0,"대항력있는임차인,지분매각"
2019,서울특별시 영등포구 영등포동,지하~3층,61~85m2,1,830000000,664000000,664000000.0,2019,201910,80,80.0,
2018,서울특별시 동대문구 청량리동,4~7층,86~150m2,1,767000000,613600000,613600000.0,2019,201910,80,80.0,
2018,서울특별시 강동구 천호동,지하~3층,21~60m2,1,222000000,177600000,177600000.0,2019,201910,80,80.0,
2019,서울특별시 광진구 광장동,지하~3층,151m2 이상,1,1630000000,1304000000,1304000000.0,2019,201910,80,80.0,
2019,서울특별시 중랑구 신내동,21층 이상,86~150m2,1,484000000,484000000,531000000.0,2019,201910,100,110.0,
2019,서울특별시 노원구 중계동,4~7층,61~85m2,1,428000000,342400000,435000000.0,2019,201910,80,101.6355140186916,
2018,서울특별시 용산구 이태원동,8~12층,151m2 이상,1,1990000000,1592000000,1632000000.0,2019,201910,80,82.0,
2018,서울특별시 용산구 이촌동,지하~3층,86~150m2,1,420000000,420000000,430130000.0,2019,201910,100,102.0,
2018,서울특별시 서대문구 남가좌동,4~7층,21~60m2,1,470000000,470000000,521380000.0,2019,201910,100,111.0,
2019,서울특별시 은평구 불광동,지하~3층,61~85m2,1,306000000,306000000,331000000.0,2019,201910,100,108.0,
2018,서울특별시 광진구 자양동,13~20층,86~150m2,1,726000000,726000000,831777000.0,2019,201909,100,115.0,
2018,서울특별시 중랑구 신내동,4~7층,61~85m2,1,570000000,456000000,456000000.0,2019,201909,80,80.0,
2018,서울특별시 송파구 잠실동,4~7층,21~60m2,1,1460000000,1168000000,1168000000.0,2019,201909,80,80.0,
2018,서울특별시 송파구 풍납동,13~20층,86~150m2,1,900000000,900000000,988822000.0,2019,201909,100,110.0,
2019,서울특별시 노원구 공릉동,8~12층,61~85m2,1,372000000,297600000,345190000.0,2019,201909,80,92.79301075268818,
2019,서울특별시 노원구 월계동,4~7층,21~60m2,1,306000000,244800000,284800000.0,2019,201909,80,93.0718954248366,
2019,서울특별시 도봉구 방학동,13~20층,86~150m2,1,566000000,452800000,521799999.0,2019,201909,80,92.1908125441696,
2018,서울특별시 서초구 방배동,4~7층,151m2 이상,1,1920000000,1920000000,1921000000.0,2019,201909,100,100.0,
2018,서울특별시 광진구 자양동,지하~3층,86~150m2,1,1220000000,1220000000,1222000000.0,2019,201909,100,100.0,
2018,서울특별시 동대문구 장안동,8~12층,21~60m2,1,350000000,280000000,280000000.0,2019,201909,80,80.0,
2018,서울특별시 성북구 하월곡동,13~20층,151m2 이상,1,1260000000,806400000,806400000.0,2019,201909,64,64.0,
2019,서울특별시 노원구 하계동,4~7층,21~60m2,1,260000000,260000000,260000000.0,2019,201909,100,100.0,
2018,서울특별시 동작구 노량진동,지하~3층,61~85m2,1,738000000,590400000,590400000.0,2019,201909,80,80.0,
2018,서울특별시 서초구 서초동,지하~3층,151m2 이상,1,1210000000,1210000000,1211500000.0,2019,201909,100,100.0,
2018,서울특별시 종로구 내수동,4~7층,86~150m2,1,1510000000,1208000000,1208000000.0,2019,201909,80,80.0,
2019,서울특별시 동작구 사당동,8~12층,61~85m2,1,1040000000,1040000000,1069878000.0,2019,201909,100,103.0,
2019,서울특별시 동작구 사당동,8~12층,61~85m2,1,1050000000,1050000000,1058750000.0,2019,201909,100,101.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1010000000,1010000000,1038000000.0,2019,201909,100,103.0,
2018,서울특별시 서초구 방배동,8~12층,151m2 이상,1,1950000000,1950000000,2235500000.0,2019,201909,100,115.0,
2018,서울특별시 강서구 방화동,4~7층,21~60m2,1,181000000,181000000,184000000.0,2019,201909,100,102.0,
2019,서울특별시 구로구 개봉동,8~12층,86~150m2,1,596000000,476800000,596010000.0,2019,201909,80,100.00167785234899,
2019,서울특별시 동대문구 장안동,8~12층,21~60m2,1,330000000,264000000,264000000.0,2019,201909,80,80.0,
2019,서울특별시 노원구 중계동,4~7층,86~150m2,1,950000000,760000000,760000000.0,2019,201909,80,80.0,
2019,서울특별시 도봉구 방학동,지하~3층,86~150m2,1,436000000,348800000,348800000.0,2019,201909,80,80.0,
2019,서울특별시 노원구 공릉동,13~20층,21~60m2,1,221000000,176800000,207460000.0,2019,201909,80,93.87330316742081,
2018,서울특별시 금천구 시흥동,8~12층,61~85m2,1,295000000,236000000,270490000.0,2019,201909,80,92.0,
2019,서울특별시 양천구 목동,4~7층,61~85m2,1,424000000,339200000,412999999.0,2019,201909,80,97.40566014150943,
2018,서울특별시 강남구 대치동,지하~3층,86~150m2,1,2100000000,2100000000,2112200000.0,2019,201909,100,101.0,
2018,서울특별시 노원구 공릉동,4~7층,21~60m2,1,305000000,244000000,311700000.0,2019,201909,80,102.19672131147541,
2018,서울특별시 송파구 가락동,4~7층,86~150m2,1,1100000000,880000000,880000000.0,2019,201909,80,80.0,
2019,서울특별시 노원구 상계동,8~12층,21~60m2,1,235000000,188000000,188000000.0,2019,201909,80,80.0,
2019,서울특별시 노원구 상계동,13~20층,61~85m2,1,410000000,328000000,373333333.0,2019,201909,80,91.05691048780487,
2019,서울특별시 중랑구 신내동,4~7층,6~20m2,1,87500000,70000000,75380000.0,2019,201909,80,86.14857142857143,지분매각
2018,서울특별시 동작구 신대방동,21층 이상,86~150m2,1,791000000,632800000,632800000.0,2019,201908,80,80.0,
2019,서울특별시 영등포구 당산동4가,4~7층,61~85m2,1,783000000,783000000,826640000.0,2019,201908,100,106.0,
2019,서울특별시 구로구 개봉동,4~7층,21~60m2,1,229000000,229000000,231000000.0,2019,201908,100,101.0,
2018,서울특별시 은평구 불광동,8~12층,61~85m2,1,573000000,573000000,573000000.0,2019,201908,100,100.0,
2018,서울특별시 은평구 응암동,4~7층,61~85m2,1,454000000,454000000,475897000.0,2019,201908,100,105.0,
2018,서울특별시 서대문구 연희동,8~12층,61~85m2,1,570000000,456000000,456000000.0,2019,201908,80,80.0,
2018,서울특별시 용산구 효창동,지하~3층,61~85m2,1,600000000,600000000,620000000.0,2019,201908,100,103.0,
2018,서울특별시 양천구 신월동,13~20층,61~85m2,1,315000000,161280000,161280000.0,2019,201908,51,51.2,
2019,서울특별시 서대문구 충정로3가,,21~60m2,0,217000000,217000000,225670000.0,2019,201908,100,104.0,
2019,서울특별시 영등포구 신길동,4~7층,61~85m2,1,670000000,536000000,536000000.0,2019,201908,80,80.0,
2018,서울특별시 강동구 길동,13~20층,86~150m2,1,980000000,784000000,784000000.0,2019,201908,80,80.0,
2018,서울특별시 강동구 암사동,8~12층,86~150m2,1,600000000,480000000,480000000.0,2019,201908,80,80.0,
2018,서울특별시 도봉구 쌍문동,4~7층,21~60m2,1,163000000,163000000,175225000.0,2019,201908,100,108.0,
2019,서울특별시 강북구 미아동,4~7층,21~60m2,1,468000000,374400000,374400000.0,2019,201908,80,80.0,
2018,서울특별시 양천구 신월동,4~7층,61~85m2,1,330000000,264000000,295111100.0,2019,201908,80,89.42760606060605,대항력있는임차인
2019,서울특별시 강서구 방화동,4~7층,61~85m2,1,332000000,332000000,351170000.0,2019,201908,100,106.0,
2018,서울특별시 구로구 고척동,21층 이상,61~85m2,1,520000000,416000000,416000000.0,2019,201908,80,80.0,
2018,서울특별시 양천구 신월동,8~12층,21~60m2,1,276000000,176640000,176640000.0,2019,201908,64,64.0,
2018,서울특별시 서초구 양재동,4~7층,21~60m2,1,364373500,291499000,333000000.0,2019,201908,80,91.38974157011968,
2018,서울특별시 영등포구 영등포동1가,8~12층,6~20m2,1,130000000,104000000,104000000.0,2019,201908,80,80.0,
2018,서울특별시 도봉구 창동,4~7층,61~85m2,1,276000000,220800000,220800000.0,2019,201908,80,80.0,
2018,서울특별시 노원구 상계동,지하~3층,21~60m2,1,401000000,320800000,320800000.0,2019,201908,80,80.0,
2018,서울특별시 동대문구 장안동,4~7층,61~85m2,1,582000000,465600000,465600000.0,2019,201908,80,80.0,
2018,서울특별시 중랑구 면목동,8~12층,61~85m2,1,425000000,425000000,442198000.0,2019,201908,100,104.0,
2019,서울특별시 도봉구 창동,8~12층,21~60m2,1,440000000,440000000,483000000.0,2019,201908,100,110.0,
2018,서울특별시 서초구 잠원동,8~12층,21~60m2,1,1300000000,1040000000,1040000000.0,2019,201908,80,80.0,
2018,서울특별시 강동구 암사동,지하~3층,86~150m2,1,1090000000,872000000,872000000.0,2019,201908,80,80.0,
2018,서울특별시 송파구 풍납동,8~12층,86~150m2,1,845000000,845000000,853990000.0,2019,201908,100,101.0,
2018,서울특별시 송파구 거여동,8~12층,21~60m2,1,175000000,140000000,140000000.0,2019,201908,80,80.0,
2018,서울특별시 강남구 논현동,지하~3층,86~150m2,1,780000000,780000000,780000000.0,2019,201908,100,100.0,
2018,서울특별시 영등포구 당산동4가,8~12층,21~60m2,1,595000000,595000000,683770000.0,2019,201908,100,115.0,
2018,서울특별시 강남구 도곡동,8~12층,21~60m2,1,563000000,450400000,450400000.0,2019,201908,80,80.0,
2018,서울특별시 강서구 화곡동,4~7층,61~85m2,1,399000000,319200000,371555500.0,2019,201908,80,93.121679197995,
2018,서울특별시 송파구 가락동,4~7층,61~85m2,1,749000000,599200000,599200000.0,2019,201908,80,80.0,
2018,서울특별시 성동구 용답동,8~12층,61~85m2,1,554000000,443200000,443200000.0,2019,201908,80,80.0,
2018,서울특별시 성북구 정릉동,8~12층,21~60m2,1,219500000,175600000,175600000.0,2019,201908,80,80.0,
2018,서울특별시 강동구 암사동,지하~3층,61~85m2,1,551000000,440800000,440800000.0,2019,201908,80,80.0,
2018,서울특별시 송파구 가락동,4~7층,86~150m2,1,1130000000,904000000,904000000.0,2019,201908,80,80.0,
2018,서울특별시 노원구 상계동,4~7층,61~85m2,1,413000000,413000000,505389700.0,2019,201908,100,122.0,
2018,서울특별시 성북구 정릉동,8~12층,86~150m2,1,508000000,325120000,325120000.0,2019,201908,64,64.0,
2018,서울특별시 성북구 정릉동,4~7층,21~60m2,1,360000000,288000000,288000000.0,2019,201908,80,80.0,
2019,서울특별시 강북구 번동,지하~3층,21~60m2,1,347000000,347000000,350111000.0,2019,201908,100,101.0,
2019,서울특별시 동작구 사당동,지하~3층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,지하~3층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,13~20층,61~85m2,1,1130000000,904000000,904000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,8~12층,61~85m2,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,8~12층,61~85m2,1,1080000000,864000000,864000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,13~20층,61~85m2,1,1130000000,904000000,904000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,지하~3층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1020000000,816000000,816000000.0,2019,201907,80,80.0,
2018,서울특별시 노원구 월계동,8~12층,61~85m2,1,400000000,256000000,313800000.0,2019,201907,64,78.45,
2018,서울특별시 동대문구 이문동,지하~3층,21~60m2,1,490000000,392000000,392000000.0,2019,201907,80,80.0,
2019,서울특별시 노원구 공릉동,8~12층,21~60m2,1,415000000,332000000,332000000.0,2019,201907,80,80.0,
2019,서울특별시 중랑구 면목동,8~12층,21~60m2,1,180000000,144000000,144000000.0,2019,201907,80,80.0,
2019,서울특별시 성북구 하월곡동,13~20층,86~150m2,1,680000000,544000000,544000000.0,2019,201907,80,80.0,
2018,서울특별시 서대문구 홍제동,4~7층,151m2 이상,1,533000000,341120000,341120000.0,2019,201907,64,64.0,
2018,서울특별시 서초구 우면동,지하~3층,21~60m2,1,773000000,773000000,773000000.0,2019,201907,100,100.0,
2018,서울특별시 강서구 방화동,지하~3층,86~150m2,1,749000000,599200000,683999999.0,2019,201907,80,91.0,
2018,서울특별시 양천구 신월동,4~7층,21~60m2,1,220000000,176000000,190150000.0,2019,201907,80,86.0,
2018,서울특별시 강동구 명일동,8~12층,86~150m2,1,1140000000,912000000,912000000.0,2019,201907,80,80.0,
2018,서울특별시 도봉구 도봉동,지하~3층,61~85m2,1,208000000,208000000,210079000.0,2019,201907,100,101.0,
2018,서울특별시 노원구 상계동,8~12층,21~60m2,1,403000000,322400000,322400000.0,2019,201907,80,80.0,
2018,서울특별시 노원구 중계동,8~12층,21~60m2,1,310000000,248000000,248000000.0,2019,201907,80,80.0,
2019,서울특별시 도봉구 방학동,13~20층,61~85m2,1,344000000,344000000,361000000.0,2019,201907,100,105.0,
2019,서울특별시 광진구 자양동,4~7층,86~150m2,1,662000000,529600000,529600000.0,2019,201907,80,80.0,
2019,서울특별시 노원구 하계동,8~12층,21~60m2,1,240000000,240000000,271200000.0,2019,201907,100,113.0,
2018,서울특별시 강남구 도곡동,지하~3층,86~150m2,1,2470000000,1976000000,1976000000.0,2019,201907,80,80.0,
2018,서울특별시 은평구 대조동,8~12층,21~60m2,1,372000000,372000000,384988100.0,2019,201907,100,103.0,
2018,서울특별시 양천구 신월동,지하~3층,6~20m2,1,54000000,43200000,43330000.0,2019,201907,80,80.0,
2018,서울특별시 중랑구 신내동,지하~3층,86~150m2,1,331000000,264800000,264800000.0,2019,201907,80,80.0,
2018,서울특별시 강동구 성내동,8~12층,86~150m2,1,1029000000,823200000,900000000.0,2019,201907,80,87.0,
2018,서울특별시 광진구 광장동,4~7층,151m2 이상,1,2120000000,1696000000,1840000000.0,2019,201907,80,87.0,
2018,서울특별시 도봉구 방학동,지하~3층,86~150m2,1,467000000,373600000,373600000.0,2019,201907,80,80.0,
2018,서울특별시 강동구 천호동,8~12층,21~60m2,1,200000000,160000000,183900000.0,2019,201907,80,92.0,
2019,서울특별시 중랑구 신내동,지하~3층,61~85m2,1,420000000,420000000,445190000.0,2019,201907,100,106.0,
2018,서울특별시 강서구 화곡동,4~7층,61~85m2,1,487000000,311680000,426110000.0,2019,201907,64,87.0,
2018,서울특별시 은평구 증산동,4~7층,86~150m2,1,490000000,313600000,342324000.0,2019,201907,64,70.0,
2018,서울특별시 구로구 고척동,4~7층,61~85m2,1,362000000,289600000,352300000.0,2019,201907,80,97.0,
2018,서울특별시 동작구 사당동,4~7층,86~150m2,1,832000000,832000000,957999990.0,2019,201907,100,115.0,
2018,서울특별시 강남구 신사동,지하~3층,61~85m2,1,508000000,508000000,511150000.0,2019,201907,100,101.0,
2018,서울특별시 금천구 시흥동,13~20층,21~60m2,1,325000000,260000000,293585000.0,2019,201907,80,90.0,
2018,서울특별시 강서구 염창동,지하~3층,61~85m2,1,588000000,470400000,571000000.0,2019,201907,80,97.0,
2019,서울특별시 은평구 녹번동,4~7층,21~60m2,1,348000000,278400000,300000000.0,2019,201907,80,86.0,
2019,서울특별시 강서구 방화동,4~7층,21~60m2,1,301000000,240800000,285899900.0,2019,201907,80,95.0,
2018,서울특별시 광진구 구의동,4~7층,61~85m2,1,730000000,584000000,709999999.0,2019,201907,80,97.0,
2018,서울특별시 도봉구 도봉동,4~7층,86~150m2,1,390000000,390000000,400000000.0,2019,201907,100,102.56410256410255,
2018,서울특별시 관악구 신림동,8~12층,61~85m2,1,397000000,317600000,423810000.0,2019,201906,80,107.0,
2018,서울특별시 관악구 남현동,지하~3층,61~85m2,1,390000000,390000000,403660000.0,2019,201906,100,104.0,
2018,서울특별시 강남구 삼성동,13~20층,151m2 이상,1,2600000000,2080000000,2890870000.0,2019,201906,80,111.0,
2018,서울특별시 성동구 마장동,4~7층,86~150m2,1,462000000,369600000,369600000.0,2019,201906,80,80.0,
2018,서울특별시 도봉구 방학동,지하~3층,61~85m2,1,330000000,264000000,341000000.0,2019,201906,80,103.0,
2018,서울특별시 성북구 정릉동,4~7층,21~60m2,1,498000000,398400000,465100000.0,2019,201906,80,93.0,
2018,서울특별시 동대문구 장안동,8~12층,21~60m2,1,326000000,260800000,287139900.0,2019,201906,80,88.0,
2018,서울특별시 송파구 가락동,13~20층,61~85m2,1,809000000,809000000,809000000.0,2019,201906,100,100.0,
2018,서울특별시 송파구 가락동,13~20층,21~60m2,1,700000000,700000000,700000000.0,2019,201906,100,100.0,
2018,서울특별시 강북구 미아동,지하~3층,86~150m2,1,604000000,483200000,516879000.0,2019,201906,80,86.0,
2018,서울특별시 노원구 상계동,13~20층,61~85m2,1,511000000,408800000,424910000.0,2019,201906,80,83.0,
2019,서울특별시 성북구 돈암동,지하~3층,61~85m2,1,540000000,540000000,599990000.0,2019,201906,100,111.0,
2018,서울특별시 강남구 삼성동,8~12층,151m2 이상,1,1630000000,1304000000,1618118000.0,2019,201906,80,99.0,
2018,서울특별시 관악구 봉천동,지하~3층,61~85m2,1,210000000,134400000,200330000.0,2019,201906,64,95.0,
2018,서울특별시 서초구 내곡동,13~20층,61~85m2,0,1300000000,1040000000,1131295070.0,2019,201906,80,87.02269769230769,
2018,서울특별시 구로구 구로동,지하~3층,61~85m2,1,431000000,344800000,452550000.0,2019,201906,80,105.0,
2018,서울특별시 서대문구 홍은동,8~12층,61~85m2,1,315000000,129024000,139991914.0,2019,201906,41,44.0,
2018,서울특별시 관악구 봉천동,지하~3층,61~85m2,1,645000000,516000000,613450000.0,2019,201906,80,95.10852713178295,
2018,서울특별시 강남구 신사동,지하~3층,61~85m2,1,762000000,609600000,662889999.0,2019,201906,80,86.99343818897638,
2018,서울특별시 성동구 성수동2가,13~20층,21~60m2,1,595000000,476000000,614100000.0,2019,201906,80,103.0,
2018,서울특별시 도봉구 창동,13~20층,21~60m2,1,265000000,212000000,216199999.0,2019,201906,80,82.0,
2018,서울특별시 노원구 월계동,8~12층,21~60m2,1,236000000,188800000,237369999.0,2019,201906,80,101.0,
2018,서울특별시 성동구 응봉동,13~20층,86~150m2,1,980000000,784000000,930109000.0,2019,201906,80,95.0,
2018,서울특별시 성북구 종암동,4~7층,61~85m2,1,345000000,276000000,310501000.0,2019,201906,80,90.0,
2018,서울특별시 동대문구 휘경동,13~20층,21~60m2,1,452000000,361600000,411990000.0,2019,201906,80,91.0,
2018,서울특별시 노원구 공릉동,13~20층,86~150m2,1,547000000,437600000,523600000.0,2019,201906,80,96.0,
2018,서울특별시 중랑구 신내동,지하~3층,86~150m2,1,414000000,414000000,450112300.0,2019,201906,100,109.0,
2019,서울특별시 동대문구 장안동,4~7층,6~20m2,1,130000000,104000000,111330000.0,2019,201906,80,86.0,
