,case_year,gu,dong,dong0,bunji,floor_cat,build_area_grade,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment_val,result,dong1,"('brand_name', 0)","('addr_lat', 0)","('addr_lng', 0)"
112,2020,구로구,구로동,서울특별시 구로구 구로동,792-103,지하~3층,소형,1,107000000,107000000,168100000.0,2021,202104,100,157.0,1,1,서울특별시 구로구 구로동 792-103,래미안라센트아파트,37.599480756187695,127.03883000318879
113,2020,양천구,신정동,서울특별시 양천구 신정동,1278,21층 이상,중형,1,1090000000,1090000000,1231900000.0,2021,202104,100,113.0,0,1,서울특별시 양천구 신정동 1278,래미안라센트아파트,37.599480756187695,127.03883000318879
114,2020,서대문구,대현동,서울특별시 서대문구 대현동,101-7,13~20층,대형,0,472000000,472000000,611000000.0,2021,202104,100,129.0,1,1,서울특별시 서대문구 대현동 101-7,래미안라센트아파트,37.599480756187695,127.03883000318879
115,2020,광진구,자양동,서울특별시 광진구 자양동,813,8~12층,초대형,1,1390000000,1390000000,1828000000.0,2021,202104,100,132.0,0,1,서울특별시 광진구 자양동 813,래미안라센트아파트,37.599480756187695,127.03883000318879
116,2020,송파구,장지동,서울특별시 송파구 장지동,849,지하~3층,중형,1,1030000000,1030000000,1301510000.0,2021,202104,100,126.0,1,1,서울특별시 송파구 장지동 849,래미안라센트아파트,37.599480756187695,127.03883000318879
117,2020,성북구,정릉동,서울특별시 성북구 정릉동,402-117,지하~3층,소형,1,151000000,96640000,125330000.0,2021,202104,64,83.0,0,1,서울특별시 성북구 정릉동 402-117,래미안라센트아파트,37.599480756187695,127.03883000318879
118,2020,도봉구,도봉동,서울특별시 도봉구 도봉동,30-1,지하~3층,중형,1,534000000,534000000,601199990.0,2021,202104,100,113.0,0,1,서울특별시 도봉구 도봉동 30-1,래미안라센트아파트,37.599480756187695,127.03883000318879
119,2020,강동구,암사동,서울특별시 강동구 암사동,501-4,4~7층,중형,1,592000000,592000000,610000000.0,2021,202104,100,103.0,0,1,서울특별시 강동구 암사동 501-4,래미안라센트아파트,37.599480756187695,127.03883000318879
120,2020,노원구,공릉동,서울특별시 노원구 공릉동,106,8~12층,초대형,1,902000000,902000000,950000000.0,2021,202104,100,105.0,0,1,서울특별시 노원구 공릉동 106,래미안라센트아파트,37.599480756187695,127.03883000318879
121,2020,동작구,신대방동,서울특별시 동작구 신대방동,565,지하~3층,중형,1,626000000,626000000,632777000.0,2021,202104,100,101.0,1,1,서울특별시 동작구 신대방동 565,래미안라센트아파트,37.599480756187695,127.03883000318879
122,2020,강남구,도곡동,서울특별시 강남구 도곡동,970,4~7층,초대형,1,2625000000,2100000000,2330000000.0,2021,202104,80,89.0,1,1,서울특별시 강남구 도곡동 970,래미안라센트아파트,37.599480756187695,127.03883000318879
123,2020,광진구,자양동,서울특별시 광진구 자양동,783-1,4~7층,소형,1,944000000,944000000,1059999999.0,2021,202104,100,112.0,0,1,서울특별시 광진구 자양동 783-1,래미안라센트아파트,37.599480756187695,127.03883000318879
124,2020,성북구,길음동,서울특별시 성북구 길음동,1282,13~20층,소형,1,800000000,800000000,823888888.0,2021,202104,100,103.0,0,1,서울특별시 성북구 길음동 1282,래미안라센트아파트,37.599480756187695,127.03883000318879
125,2020,동대문구,장안동,서울특별시 동대문구 장안동,365-5,4~7층,중형,0,460000000,368000000,435600000.0,2021,202104,80,95.0,0,1,서울특별시 동대문구 장안동 365-5,래미안라센트아파트,37.599480756187695,127.03883000318879
126,2020,노원구,상계동,서울특별시 노원구 상계동,766-1,13~20층,대형,1,697000000,697000000,755510000.0,2021,202104,100,108.0,1,1,서울특별시 노원구 상계동 766-1,래미안라센트아파트,37.599480756187695,127.03883000318879
127,2020,성북구,동선동1가,서울특별시 성북구 동선동1가,121-6,4~7층,대형,1,582000000,582000000,704000000.0,2021,202104,100,121.0,0,1,서울특별시 성북구 동선동1가 121-6,래미안라센트아파트,37.599480756187695,127.03883000318879
128,2020,노원구,상계동,서울특별시 노원구 상계동,666,13~20층,중형,1,573000000,573000000,711110000.0,2021,202104,100,124.0,0,1,서울특별시 노원구 상계동 666,래미안라센트아파트,37.599480756187695,127.03883000318879
129,2020,강남구,대치동,서울특별시 강남구 대치동,962-20,지하~3층,중형,1,1070000000,1070000000,1282500000.0,2021,202104,100,120.0,0,1,서울특별시 강남구 대치동 962-20,래미안라센트아파트,37.599480756187695,127.03883000318879
130,2020,구로구,구로동,서울특별시 구로구 구로동,1280,13~20층,소형,1,668000000,668000000,732600000.0,2021,202104,100,110.0,1,1,서울특별시 구로구 구로동 1280,래미안라센트아파트,37.599480756187695,127.03883000318879
131,2020,중구,신당동,서울특별시 중구 신당동,844,지하~3층,중형,1,1020000000,1020000000,1110820000.0,2021,202104,100,109.0,0,1,서울특별시 중구 신당동 844,래미안라센트아파트,37.599480756187695,127.03883000318879
132,2020,관악구,신림동,서울특별시 관악구 신림동,1433-55,8~12층,소형,1,125000000,100000000,121211000.0,2021,202104,80,97.0,0,1,서울특별시 관악구 신림동 1433-55,래미안라센트아파트,37.599480756187695,127.03883000318879
133,2019,성동구,옥수동,서울특별시 성동구 옥수동,428,지하~3층,초대형,1,1250000000,1250000000,1625052090.0,2021,202104,100,130.0,0,1,서울특별시 성동구 옥수동 428,래미안라센트아파트,37.599480756187695,127.03883000318879
134,2019,강서구,염창동,서울특별시 강서구 염창동,309,8~12층,소형,1,752000000,752000000,911440000.0,2021,202104,100,121.0,0,1,서울특별시 강서구 염창동 309,래미안라센트아파트,37.599480756187695,127.03883000318879
135,2019,강서구,염창동,서울특별시 강서구 염창동,309,13~20층,중형,1,1100000000,1100000000,1365000000.0,2021,202104,100,124.0,0,1,서울특별시 강서구 염창동 309,래미안라센트아파트,37.599480756187695,127.03883000318879
136,2020,강서구,등촌동,서울특별시 강서구 등촌동,701,지하~3층,중형,1,765000000,765000000,808000000.0,2021,202104,100,106.0,0,1,서울특별시 강서구 등촌동 701,래미안라센트아파트,37.599480756187695,127.03883000318879
137,2020,양천구,목동,서울특별시 양천구 목동,902,13~20층,대형,1,1703000000,1703000000,1810300000.0,2021,202104,100,106.0,0,1,서울특별시 양천구 목동 902,래미안라센트아파트,37.599480756187695,127.03883000318879
138,2020,강동구,천호동,서울특별시 강동구 천호동,47-24,8~12층,중형,1,549000000,549000000,726777700.0,2021,202104,100,132.0,0,1,서울특별시 강동구 천호동 47-24,래미안라센트아파트,37.599480756187695,127.03883000318879
139,2020,강동구,둔촌동,서울특별시 강동구 둔촌동,603,4~7층,소형,1,98000000,98000000,135666000.0,2021,202104,100,138.0,1,1,서울특별시 강동구 둔촌동 603,래미안라센트아파트,37.599480756187695,127.03883000318879
140,2020,양천구,신월동,서울특별시 양천구 신월동,1055,4~7층,소형,1,619000000,619000000,780250000.0,2021,202104,100,126.0,0,1,서울특별시 양천구 신월동 1055,래미안라센트아파트,37.599480756187695,127.03883000318879
141,2019,서초구,서초동,서울특별시 서초구 서초동,1671-5,4~7층,소형,1,446000000,446000000,503300000.0,2021,202104,100,113.0,1,1,서울특별시 서초구 서초동 1671-5,래미안라센트아파트,37.599480756187695,127.03883000318879
142,2020,강서구,화곡동,서울특별시 강서구 화곡동,894-1,8~12층,소형,1,186000000,76186000,85550000.0,2021,202103,41,46.0,1,1,서울특별시 강서구 화곡동 894-1,래미안라센트아파트,37.599480756187695,127.03883000318879
143,2020,은평구,불광동,서울특별시 은평구 불광동,480-323,4~7층,소형,1,217000000,217000000,222000000.0,2021,202103,100,102.0,0,1,서울특별시 은평구 불광동 480-323,래미안라센트아파트,37.599480756187695,127.03883000318879
144,2020,마포구,중동,서울특별시 마포구 중동,390,8~12층,소형,1,385000000,385000000,467999000.0,2021,202103,100,122.0,1,1,서울특별시 마포구 중동 390,래미안라센트아파트,37.599480756187695,127.03883000318879
145,2020,마포구,창전동,서울특별시 마포구 창전동,438,4~7층,중형,1,905000000,905000000,963987360.0,2021,202103,100,107.0,0,1,서울특별시 마포구 창전동 438,래미안라센트아파트,37.599480756187695,127.03883000318879
146,2020,송파구,방이동,서울특별시 송파구 방이동,215,지하~3층,중형,1,1080000000,1080000000,1485300000.0,2021,202103,100,138.0,0,1,서울특별시 송파구 방이동 215,래미안라센트아파트,37.599480756187695,127.03883000318879
147,2019,강서구,방화동,서울특별시 강서구 방화동,841,지하~3층,소형,1,344000000,344000000,467000000.0,2021,202103,100,136.0,1,1,서울특별시 강서구 방화동 841,래미안라센트아파트,37.599480756187695,127.03883000318879
148,2019,강서구,등촌동,서울특별시 강서구 등촌동,702,지하~3층,소형,1,578000000,578000000,735373000.0,2021,202103,100,127.0,0,1,서울특별시 강서구 등촌동 702,래미안라센트아파트,37.599480756187695,127.03883000318879
149,2020,영등포구,여의도동,서울특별시 영등포구 여의도동,21-2,8~12층,소형,1,350000000,350000000,350000000.0,2021,202103,100,100.0,1,1,서울특별시 영등포구 여의도동 21-2,래미안라센트아파트,37.599480756187695,127.03883000318879
150,2020,서대문구,연희동,서울특별시 서대문구 연희동,105-4,지하~3층,소형,1,215000000,215000000,235700000.0,2021,202103,100,110.0,0,1,서울특별시 서대문구 연희동 105-4,래미안라센트아파트,37.599480756187695,127.03883000318879
151,2020,은평구,수색동,서울특별시 은평구 수색동,416-1,8~12층,소형,1,599000000,599000000,648900000.0,2021,202103,100,108.0,1,1,서울특별시 은평구 수색동 416-1,래미안라센트아파트,37.599480756187695,127.03883000318879
152,2020,영등포구,영등포동1가,서울특별시 영등포구 영등포동1가,75-4,4~7층,소형,1,138000000,88320000,92900000.0,2021,202103,64,67.0,0,1,서울특별시 영등포구 영등포동1가 75-4,래미안라센트아파트,37.599480756187695,127.03883000318879
153,2020,동작구,상도동,서울특별시 동작구 상도동,533,13~20층,중형,1,1216000000,1216000000,1334612600.0,2021,202103,100,110.0,0,1,서울특별시 동작구 상도동 533,래미안라센트아파트,37.599480756187695,127.03883000318879
154,2019,노원구,상계동,서울특별시 노원구 상계동,1128,지하~3층,중형,1,472000000,472000000,665000000.0,2021,202103,100,141.0,0,1,서울특별시 노원구 상계동 1128,래미안라센트아파트,37.599480756187695,127.03883000318879
155,2020,노원구,공릉동,서울특별시 노원구 공릉동,715,지하~3층,소형,1,322000000,322000000,478310000.0,2021,202103,100,149.0,0,1,서울특별시 노원구 공릉동 715,래미안라센트아파트,37.599480756187695,127.03883000318879
156,2020,성북구,정릉동,서울특별시 성북구 정릉동,1028,4~7층,소형,1,351000000,351000000,361001000.0,2021,202103,100,103.0,1,1,서울특별시 성북구 정릉동 1028,래미안라센트아파트,37.599480756187695,127.03883000318879
157,2020,성북구,삼선동3가,서울특별시 성북구 삼선동3가,23,지하~3층,소형,1,148000000,148000000,148000000.0,2021,202103,100,100.0,1,1,서울특별시 성북구 삼선동3가 23,래미안라센트아파트,37.599480756187695,127.03883000318879
158,2020,금천구,시흥동,서울특별시 금천구 시흥동,5-13,13~20층,대형,1,560000000,560000000,560480000.0,2021,202103,100,100.0,0,1,서울특별시 금천구 시흥동 5-13,래미안라센트아파트,37.599480756187695,127.03883000318879
159,2020,구로구,구로동,서울특별시 구로구 구로동,1265,지하~3층,소형,1,448000000,448000000,486770000.0,2021,202103,100,109.0,1,1,서울특별시 구로구 구로동 1265,래미안라센트아파트,37.599480756187695,127.03883000318879
160,2019,서대문구,연희동,서울특별시 서대문구 연희동,194-30,지하~3층,소형,1,190000000,77824000,127000000.0,2021,202103,41,67.0,0,1,서울특별시 서대문구 연희동 194-30,래미안라센트아파트,37.599480756187695,127.03883000318879
161,2020,서대문구,홍제동,서울특별시 서대문구 홍제동,131-2,지하~3층,중형,1,488000000,488000000,527273350.0,2021,202103,100,108.0,0,1,서울특별시 서대문구 홍제동 131-2,래미안라센트아파트,37.599480756187695,127.03883000318879
162,2020,용산구,한강로3가,서울특별시 용산구 한강로3가,91,8~12층,중형,1,1270000000,1270000000,1412000000.0,2021,202103,100,111.0,0,1,서울특별시 용산구 한강로3가 91,래미안라센트아파트,37.599480756187695,127.03883000318879
163,2020,서대문구,홍은동,서울특별시 서대문구 홍은동,456,8~12층,중형,1,543000000,543000000,682700000.0,2021,202103,100,126.0,0,1,서울특별시 서대문구 홍은동 456,래미안라센트아파트,37.599480756187695,127.03883000318879
164,2019,성동구,옥수동,서울특별시 성동구 옥수동,100,지하~3층,대형,1,1420000000,1420000000,1721300000.0,2021,202103,100,121.0,0,1,서울특별시 성동구 옥수동 100,래미안라센트아파트,37.599480756187695,127.03883000318879
165,2020,강동구,암사동,서울특별시 강동구 암사동,672,지하~3층,중형,1,487000000,487000000,600000000.0,2021,202103,100,123.0,0,1,서울특별시 강동구 암사동 672,래미안라센트아파트,37.599480756187695,127.03883000318879
166,2020,노원구,하계동,서울특별시 노원구 하계동,273,8~12층,소형,1,465000000,465000000,616790000.0,2021,202103,100,133.0,1,1,서울특별시 노원구 하계동 273,래미안라센트아파트,37.599480756187695,127.03883000318879
167,2020,노원구,상계동,서울특별시 노원구 상계동,1282,21층 이상,중형,1,613000000,613000000,738800000.0,2021,202103,100,121.0,0,1,서울특별시 노원구 상계동 1282,래미안라센트아파트,37.599480756187695,127.03883000318879
168,2020,노원구,중계동,서울특별시 노원구 중계동,578,8~12층,중형,1,491000000,491000000,623000777.0,2021,202103,100,127.0,0,1,서울특별시 노원구 중계동 578,래미안라센트아파트,37.599480756187695,127.03883000318879
169,2020,도봉구,방학동,서울특별시 도봉구 방학동,508,지하~3층,중형,1,383000000,383000000,487000777.0,2021,202103,100,127.0,0,1,서울특별시 도봉구 방학동 508,래미안라센트아파트,37.599480756187695,127.03883000318879
170,2020,노원구,하계동,서울특별시 노원구 하계동,270,13~20층,중형,1,810000000,810000000,1089450000.0,2021,202103,100,135.0,0,1,서울특별시 노원구 하계동 270,래미안라센트아파트,37.599480756187695,127.03883000318879
171,2019,중구,충무로5가,서울특별시 중구 충무로5가,36-2,4~7층,소형,1,320000000,256000000,305550000.0,2021,202103,80,95.0,1,1,서울특별시 중구 충무로5가 36-2,래미안라센트아파트,37.599480756187695,127.03883000318879
172,2020,동작구,대방동,서울특별시 동작구 대방동,501,8~12층,초대형,1,1474000000,1474000000,1499999999.0,2021,202103,100,102.0,0,1,서울특별시 동작구 대방동 501,래미안라센트아파트,37.599480756187695,127.03883000318879
173,2020,강남구,개포동,서울특별시 강남구 개포동,1280,4~7층,소형,1,1650000000,1650000000,1889999999.0,2021,202103,100,115.0,0,1,서울특별시 강남구 개포동 1280,래미안라센트아파트,37.599480756187695,127.03883000318879
174,2020,강서구,화곡동,서울특별시 강서구 화곡동,377-21,4~7층,중형,1,367000000,367000000,389110000.0,2021,202103,100,106.0,0,1,서울특별시 강서구 화곡동 377-21,래미안라센트아파트,37.599480756187695,127.03883000318879
175,2020,관악구,봉천동,서울특별시 관악구 봉천동,1703,21층 이상,대형,1,830000000,830000000,1011000000.0,2021,202103,100,122.0,0,1,서울특별시 관악구 봉천동 1703,래미안라센트아파트,37.599480756187695,127.03883000318879
176,2019,종로구,평창동,서울특별시 종로구 평창동,108,8~12층,초대형,1,1930000000,1235200000,1619900000.0,2021,202102,64,84.0,1,1,서울특별시 종로구 평창동 108,래미안라센트아파트,37.599480756187695,127.03883000318879
177,2020,구로구,구로동,서울특별시 구로구 구로동,314,8~12층,중형,1,442000000,442000000,545777000.0,2021,202102,100,123.0,0,1,서울특별시 구로구 구로동 314,래미안라센트아파트,37.599480756187695,127.03883000318879
