office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0,addr_api,Unnamed: 0,addr_name,brand_name,addr_lat,addr_lng
서울서부5계,2018-52197,2018,아파트,"서울특별시 서대문구 홍은동 22, 2동 12층1202호 (홍은동,유원홍은아파트)",서울특별시 서대문구 홍은중앙로1길 33,홍은동,22,2동,1202호,12.0,"홍은동,유원홍은아파트",64.26,39.83,315000000,129024000,139991914.0,2019-06-18,2019,6,18,매각,41,44.0,,8~12층,중형,1,201906,1,0,서대문구,서울특별시 서대문구 홍은동,서울특별시 서대문구 홍은동 22,3,서울특별시 서대문구 홍은동 22,홍은유원아파트,37.59749199114725,126.94466334057692
서울중앙1계,2018-106600,2018,아파트,"서울특별시 관악구 봉천동 1728, 103동 1층101호 (봉천동,관악파크푸르지오)",서울특별시 관악구 행운10길 21,봉천동,1728,103동,101호,1.0,"봉천동,관악파크푸르지오",84.98,44.631,645000000,516000000,613450000.0,2019-06-18,2019,6,18,배당종결,80,95.10852713178296,,지하~3층,중형,1,201906,1,0,관악구,서울특별시 관악구 봉천동,서울특별시 관악구 봉천동 1728,600,서울특별시 관악구 봉천동 1728,관악파크푸르지오아파트,37.48272925507542,126.9613254706078
서울중앙1계,2018-107955,2018,아파트,"서울특별시 강남구 신사동 540-2, 3층301호 (신사동,대성아트빌)",서울특별시 강남구 논현로151길 45,신사동,540-2,,301호,3.0,"신사동,대성아트빌",78.51,36.4,762000000,609600000,662889999.0,2019-06-18,2019,6,18,배당종결,80,86.99343818897638,,지하~3층,중형,1,201906,1,0,강남구,서울특별시 강남구 신사동,서울특별시 강남구 신사동 540-2,256,서울특별시 강남구 신사동 540-2,대성아파트,37.51950221644594,127.02439977840416
서울동부4계,2018-4332,2018,아파트,"서울특별시 성동구 성수동2가 286, 18층1809호 (성수동2가,성수동2차우방아파트)",서울특별시 성동구 성수일로10길 3,성수동2가,286,,1809호,18.0,,59.82,19.994,595000000,476000000,614100000.0,2019-06-17,2019,6,17,매각,80,103.0,,13~20층,소형,1,201906,1,0,성동구,서울특별시 성동구 성수동2가,서울특별시 성동구 성수동2가 286,590,서울특별시 성동구 성수동2가 286,성수우방2차아파트,37.54836235311854,127.05178322508117
서울북부5계,2018-11381,2018,아파트,"서울특별시 도봉구 창동 38, 1709동 15층1508호 (창동,주공아파트)",서울특별시 도봉구 덕릉로66길 17,창동,38,1709동,1508호,15.0,"창동,주공아파트",36.16,25.72,265000000,212000000,216199999.0,2019-06-17,2019,6,17,매각,80,82.0,,13~20층,소형,1,201906,1,0,도봉구,서울특별시 도봉구 창동,서울특별시 도봉구 창동 38,544,서울특별시 도봉구 창동 38,주공17단지아파트,37.644207293332194,127.05338160929207
서울북부6계,2018-12124,2018,아파트,"서울특별시 노원구 월계동 924, 204동 8층803호 (월계동,초안아파트)",서울특별시 노원구 우이천로 102,월계동,924,204동,803호,8.0,"월계동,초안아파트",49.6,27.638,236000000,188800000,237369999.0,2019-06-17,2019,6,17,매각,80,101.0,,8~12층,소형,1,201906,1,0,노원구,서울특별시 노원구 월계동,서울특별시 노원구 월계동 924,659,서울특별시 노원구 월계동 924,초안2단지아파트,37.63132026900506,127.04292267663818
서울동부4계,2018-51833,2018,아파트,"서울특별시 성동구 응봉동 276, 303동 18층1801호 (응봉동,응봉동리버그린동아아파트)",서울특별시 성동구 고산자로4길 34,응봉동,276,303동,1801호,18.0,"응봉동,응봉동리버그린동아아파트",114.86,43.76,980000000,784000000,930109000.0,2019-06-17,2019,6,17,매각,80,95.0,,13~20층,대형,1,201906,1,0,성동구,서울특별시 성동구 응봉동,서울특별시 성동구 응봉동 276,70,서울특별시 성동구 응봉동 276,서울숲리버그린동아아파트,37.55306563712833,127.03725095663398
서울북부5계,2018-105378,2018,아파트,"서울특별시 성북구 종암동 33-45, 6층601호 (종암동,중앙드림빌)",서울특별시 성북구 종암로3길 46,종암동,33-45,,601호,6.0,"종암동,중앙드림빌",69.88,29.22,345000000,276000000,310501000.0,2019-06-17,2019,6,17,매각,80,90.0,,4~7층,중형,1,201906,1,0,성북구,서울특별시 성북구 종암동,서울특별시 성북구 종암동 33-45,841,서울특별시 성북구 종암동 33-45,중앙드림빌아파트,37.593070905834864,127.03360222628903
서울북부6계,2018-105712,2018,아파트,"서울특별시 동대문구 휘경동 57, 204동 20층2006호 (휘경동,주공아파트)",서울특별시 동대문구 한천로 248,휘경동,57,204동,2006호,20.0,"휘경동,주공아파트",59.13,30.38300000000001,452000000,361600000,411990000.0,2019-06-17,2019,6,17,매각,80,91.0,,13~20층,소형,1,201906,1,0,동대문구,서울특별시 동대문구 휘경동,서울특별시 동대문구 휘경동 57,288,서울특별시 동대문구 휘경동 57,주공1단지아파트,37.58288733293944,127.07133556183088
서울북부6계,2018-107558,2018,아파트,"서울특별시 노원구 공릉동 748, 104동 13층1302호 (공릉동,공릉동신도1차아파트)",서울특별시 노원구 동일로191가길 59,공릉동,748,104동,1302호,13.0,"공릉동,공릉동신도1차아파트",117.168,44.185,547000000,437600000,523600000.0,2019-06-17,2019,6,17,매각,80,96.0,,13~20층,대형,1,201906,1,0,노원구,서울특별시 노원구 공릉동,서울특별시 노원구 공릉동 748,172,서울특별시 노원구 공릉동 748,공릉신도1차아파트,37.62754480203334,127.06998597760035
서울북부5계,2018-107954,2018,아파트,"서울특별시 중랑구 신내동 437, 102동 2층203호 (신내동,벽산아파트)",서울특별시 중랑구 용마산로125길 50,신내동,437,102동,203호,2.0,"신내동,벽산아파트",134.94,49.31800000000001,414000000,414000000,450112300.0,2019-06-17,2019,6,17,매각,100,109.0,,지하~3층,초대형,1,201906,1,0,중랑구,서울특별시 중랑구 신내동,서울특별시 중랑구 신내동 437,362,서울특별시 중랑구 신내동 437,벽산아파트,37.60314602448667,127.10002754172623
서울북부6계,2019-100707,2019,아파트,"서울특별시 동대문구 장안동 373-3, 6층에이607호 (장안동,현대썬앤빌601)",서울특별시 동대문구 장한로 91,장안동,373-3,,에이607호,6.0,"장안동,현대썬앤빌601",18.35,2.885,130000000,104000000,111330000.0,2019-06-17,2019,6,17,매각,80,86.0,,4~7층,소형,1,201906,1,0,동대문구,서울특별시 동대문구 장안동,서울특별시 동대문구 장안동 373-3,463,서울특별시 동대문구 장안동 373-3,현대썬앤빌601오피스텔,37.56917985785712,127.0694004508656
서울중앙7계,2018-5073,2018,아파트,"서울특별시 관악구 신림동 1714, 302동 6층613호 (신림동,삼성산주공아파트)",서울특별시 관악구 호암로 399,신림동,1714,302동,613호,6.0,"신림동,삼성산주공아파트",83.21,32.933,395000000,316000000,405330000.0,2019-06-13,2019,6,13,매각,80,103.0,,4~7층,중형,1,201906,1,0,관악구,서울특별시 관악구 신림동,서울특별시 관악구 신림동 1714,142,서울특별시 관악구 신림동 1714,삼성산뜨란채아파트,37.46250824198555,126.92613059359044
서울중앙7계,2018-7178,2018,아파트,"서울특별시 관악구 봉천동 1698-1, 104동 7층702호 (봉천동,보라매삼성아파트)",서울특별시 관악구 보라매로 62,봉천동,1698-1,104동,702호,7.0,"봉천동,보라매삼성아파트",84.84,33.19,585000000,468000000,607000000.0,2019-06-13,2019,6,13,매각,80,104.0,,4~7층,중형,1,201906,1,0,관악구,서울특별시 관악구 봉천동,서울특별시 관악구 봉천동 1698-1,733,서울특별시 관악구 봉천동 1698-1,보라매삼성아파트,37.49410609524941,126.92817564601104
서울남부8계,2018-102253,2018,아파트,"서울특별시 강서구 방화동 796, 2동 7층705호 (방화동,신동아아파트)",서울특별시 강서구 방화대로37길 15,방화동,796,2동,705호,7.0,"방화동,신동아아파트",84.81,30.237,496000000,496000000,551000000.0,2019-06-12,2019,6,12,매각,100,111.0,,4~7층,중형,1,201906,1,0,강서구,서울특별시 강서구 방화동,서울특별시 강서구 방화동 796,629,서울특별시 강서구 방화동 796,신동아아파트,37.570101055240734,126.815957737393
서울서부1계,2018-1021,2018,아파트,"서울특별시 서대문구 홍은동 455, 113동 10층1001호 (홍은동,홍은벽산아파트)",서울특별시 서대문구 세검정로1길 95,홍은동,455,113동,1001호,10.0,"홍은동,홍은벽산아파트",84.78,37.446,438000000,438000000,500190000.0,2019-06-11,2019,6,11,매각,100,114.0,,8~12층,중형,1,201906,1,0,서대문구,서울특별시 서대문구 홍은동,서울특별시 서대문구 홍은동 455,737,서울특별시 서대문구 홍은동 455,홍은벽산아파트,37.59537653648853,126.94481890509356
서울서부8계,2018-1229,2018,아파트,"서울특별시 서대문구 미근동 215, 1층에이17호 (미근동,서소문아파트)",서울특별시 서대문구 충정로6길 59,미근동,215,,에이17호,1.0,"미근동,서소문아파트",26.45,,210000000,210000000,284300000.0,2019-06-11,2019,6,11,매각,100,135.0,,지하~3층,소형,0,201906,1,0,서대문구,서울특별시 서대문구 미근동,서울특별시 서대문구 미근동 215,843,서울특별시 서대문구 미근동 215,서소문아파트,37.562823203857306,126.96810686766312
서울서부1계,2018-4136,2018,아파트,"서울특별시 용산구 한남동 726-74, 2층3호",서울특별시 용산구 소월로 377,한남동,726-74,,3호,2.0,,93.36,41.22,660000000,660000000,708998000.0,2019-06-11,2019,6,11,배당종결,100,107.4239393939394,,지하~3층,대형,1,201906,1,0,용산구,서울특별시 용산구 한남동,서울특별시 용산구 한남동 726-74,153,서울특별시 용산구 한남동 726-74,남산맨션,37.54431740064369,127.00148913995884
서울서부8계,2018-4808,2018,아파트,"서울특별시 은평구 수색동 75, 102동 19층1902호 (수색동,디엠씨 자이1단지)",서울특별시 은평구 수색로 217,수색동,75,102동,1902호,19.0,"수색동,디엠씨",184.02,46.672,1200000000,960000000,1038000000.0,2019-06-11,2019,6,11,매각,80,87.0,,13~20층,초대형,1,201906,1,0,은평구,서울특별시 은평구 수색동,서울특별시 은평구 수색동 75,350,서울특별시 은평구 수색동 75,DMC자이1단지아파트,37.57959297097762,126.89864998628089
서울중앙21계,2018-8379,2018,아파트,서울특별시 서초구 서초동  1527-14 서초동아아파트 6층602호,서울특별시 서초구 효령로45길 7,서초동,1527-14,,602호,6.0,,65.09,48.08,696000000,696000000,704333333.0,2019-06-11,2019,6,11,매각,100,101.0,,4~7층,중형,1,201906,1,0,서초구,서울특별시 서초구 서초동,서울특별시 서초구 서초동 1527-14,468,서울특별시 서초구 서초동 1527-14,서초동아아파트,37.4840074997729,127.008547752698
서울서부8계,2018-52524,2018,아파트,"서울특별시 은평구 불광동 484-90, 7,8층702호 (불광동,윤현아파트)",서울특별시 은평구 통일로82길 44,불광동,484-90,,702호,8.0,"불광동,윤현아파트",116.43,46.86,471000000,376800000,438500000.0,2019-06-11,2019,6,11,매각,80,93.0,,8~12층,대형,1,201906,1,0,은평구,서울특별시 은평구 불광동,서울특별시 은평구 불광동 484-90,741,서울특별시 은평구 불광동 484-90,윤현아파트,37.6235026125881,126.920883201017
서울북부3계,2018-104467,2018,아파트,"서울특별시 노원구 하계동 256-5, 3동 6층603호 (하계동,한신.동성아파트)",서울특별시 노원구 한글비석로 151,하계동,256-5,3동,603호,6.0,"하계동,한신",138.29,66.0,655000000,655000000,660000000.0,2019-06-10,2019,6,10,매각,100,101.0,,4~7층,초대형,1,201906,1,0,노원구,서울특별시 노원구 하계동,서울특별시 노원구 하계동 256-5,769,서울특별시 노원구 하계동 256-5,한신동성아파트,37.63980918354356,127.07555830276009
서울남부10계,2018-10385,2018,아파트,"서울특별시 영등포구 여의도동 61, 40층에이4001호 (여의도동,여의도금호리첸시아)",서울특별시 영등포구 여의동로 213,여의도동,61,,에이4001호,40.0,"여의도동,여의도금호리첸시아",190.83,28.2,2300000000,1840000000,1840000000.0,2019-06-05,2019,6,5,배당종결,80,80.0,,21층 이상,초대형,1,201906,1,0,영등포구,서울특별시 영등포구 여의도동,서울특별시 영등포구 여의도동 61,292,서울특별시 영등포구 여의도동 61,여의도금호리첸시아오피스텔,37.518630647900046,126.93962115108268
서울남부4계,2018-425,2018,아파트,"서울특별시 양천구 목동 904, 409동 2층202호 (목동,목동신시가지아파트)",서울특별시 양천구 목동서로 130,목동,904,409동,202호,2.0,"목동,목동신시가지아파트",96.36,90.71,1330000000,1064000000,1064000000.0,2019-06-04,2019,6,4,배당종결,80,80.0,,지하~3층,대형,1,201906,1,0,양천구,서울특별시 양천구 목동,서울특별시 양천구 목동 904,811,서울특별시 양천구 목동 904,목동신시가지4단지아파트,37.5318601573647,126.871140703227
서울중앙3계,2018-3213,2018,아파트,"서울특별시 서초구 우면동 753, 103동 12층1202호 (우면동,서초참누리에코리치)",서울특별시 서초구 양재대로2길 109,우면동,753,103동,1202호,12.0,"우면동,서초참누리에코리치",101.048,65.798,1100000000,880000000,880000000.0,2019-06-04,2019,6,4,배당종결,80,80.0,,8~12층,대형,1,201906,1,0,서초구,서울특별시 서초구 우면동,서울특별시 서초구 우면동 753,281,서울특별시 서초구 우면동 753,서초호반써밋아파트,37.456436139336354,127.01325093276928
서울서부3계,2018-6248,2018,아파트,"서울특별시 은평구 진관동 140, 422동 13층1301호 (진관동,은평뉴타운폭포동)","서울특별시 서초구 우면동 753, 103동 12층1202호 (우면동,서초참누리에코리치)",진관동,140,422동,1301호,13.0,"진관동,은평뉴타운폭포동",166.96,,1070000000,856000000,856000000.0,2019-06-04,2019,6,4,배당종결,80,80.0,,13~20층,초대형,0,201906,1,0,은평구,서울특별시 은평구 진관동,서울특별시 은평구 진관동 140,559,서울특별시 은평구 진관동 140,은평뉴타운폭포동힐스테이트아파트,37.62894867665083,126.93336480019772
서울남부4계,2018-11081,2018,아파트,"서울특별시 영등포구 여의도동 38-1, 2동 11층1107호",서울특별시 영등포구 여의나루로 12,여의도동,38-1,2동,1107호,11.0,,69.9,31.07,830000000,830000000,830000000.0,2019-06-04,2019,6,4,배당종결,100,100.0,,8~12층,중형,1,201906,1,0,영등포구,서울특별시 영등포구 여의도동,서울특별시 영등포구 여의도동 38-1,37,서울특별시 영등포구 여의도동 38-1,,,
서울중앙3계,2018-101674,2018,아파트,"서울특별시 강남구 대치동 1027, 108동 21층2101호 (대치동,래미안대치팰리스)",서울특별시 강남구 삼성로51길 37,대치동,1027,108동,2101호,21.0,"대치동,래미안대치팰리스",114.15,59.22,3160000000,2528000000,2528000000.0,2019-06-04,2019,6,4,배당종결,80,80.0,,21층 이상,대형,1,201906,1,0,강남구,서울특별시 강남구 대치동,서울특별시 강남구 대치동 1027,501,서울특별시 강남구 대치동 1027,래미안대치팰리스1단지아파트,37.49440021218252,127.05799820242991
서울남부4계,2018-108275,2018,아파트,"서울특별시 영등포구 영등포동 648, 101동 15층1503호 (영등포동,순영웰라이빌아파트)",서울특별시 영등포구 영등포로62길 42,영등포동,648,101동,1503호,15.0,"영등포동,순영웰라이빌아파트",84.88,36.075,515000000,515000000,515000000.0,2019-06-04,2019,6,4,배당종결,100,100.0,,13~20층,중형,1,201906,1,0,영등포구,서울특별시 영등포구 영등포동,서울특별시 영등포구 영등포동 648,158,서울특별시 영등포구 영등포동 648,순영웰라이빌아파트,37.5165383484294,126.9132999501032
서울동부3계,2018-5083,2018,아파트,"서울특별시 성동구 옥수동 436-6, 1층101호 (옥수동,화이트캐슬)",서울특별시 성동구 독서당로39길 33,옥수동,436-6,,101호,1.0,"옥수동,화이트캐슬",138.93,60.3,700000000,560000000,560000000.0,2019-06-03,2019,6,3,배당종결,80,80.0,,지하~3층,초대형,1,201906,1,0,성동구,서울특별시 성동구 옥수동,서울특별시 성동구 옥수동 436-6,750,서울특별시 성동구 옥수동 436-6,화이트캐슬아파트,37.54091843520797,127.00977175444784
서울남부3계,2018-11869,2018,아파트,"서울특별시 영등포구 문래동3가 76-1, 2동 11층1102호 (문래동3가,국화맨션)",서울특별시 영등포구 도림로 464,문래동3가,76-1,2동,1102호,11.0,,84.71,56.04,900000000,900000000,900000000.0,2019-05-28,2019,5,28,배당종결,100,100.0,,8~12층,중형,1,201905,1,0,영등포구,서울특별시 영등포구 문래동3가,서울특별시 영등포구 문래동3가 76-1,718,서울특별시 영등포구 문래동3가 76-1,국화맨션,37.516425109665725,126.89279470984351
서울남부3계,2018-106569,2018,아파트,"서울특별시 강서구 염창동 249-11, 201동 9층903호 (염창동,염창현대2차아파트)",서울특별시 강서구 양천로73길 6,염창동,249-11,201동,903호,9.0,"염창동,염창현대2차아파트",82.74,41.45,547000000,437600000,437600000.0,2019-05-28,2019,5,28,배당종결,80,80.0,,8~12층,중형,1,201905,1,0,강서구,서울특별시 강서구 염창동,서울특별시 강서구 염창동 249-11,660,서울특별시 강서구 염창동 249-11,염창현대2차아파트,37.55104242806974,126.87280065843812
서울남부3계,2019-415,2019,아파트,"서울특별시 영등포구 문래동3가 54, 112동 1층103호 (문래동3가,문래자이)",서울특별시 영등포구 당산로 26,문래동3가,54,112동,103호,1.0,,121.53,59.44,946000000,946000000,946000000.0,2019-05-28,2019,5,28,배당종결,100,100.0,,지하~3층,대형,1,201905,1,0,영등포구,서울특별시 영등포구 문래동3가,서울특별시 영등포구 문래동3가 54,306,서울특별시 영등포구 문래동3가 54,문래자이아파트,37.5160710059939,126.8968311174426
서울북부1계,2018-2189,2018,아파트,"서울특별시 성북구 정릉동 1028, 101동 12층1201호 (정릉동,정릉이편한세상)",서울특별시 성북구 솔샘로24길 15,정릉동,1028,101동,1201호,12.0,"정릉동,정릉이편한세상",85.0,44.74,490000000,392000000,392000000.0,2019-05-27,2019,5,27,배당종결,80,80.0,,8~12층,중형,1,201905,1,0,성북구,서울특별시 성북구 정릉동,서울특별시 성북구 정릉동 1028,803,서울특별시 성북구 정릉동 1028,정릉e편한세상1차아파트,37.61519635910985,127.01020280769085
서울북부2계,2018-9340,2018,아파트,"서울특별시 중랑구 망우동 508-11, 4층402호 (망우동,문수해오름)",서울특별시 중랑구 봉우재로57길 47,망우동,508-11,,402호,4.0,"망우동,문수해오름",57.66,15.24,300000000,300000000,300000000.0,2019-05-27,2019,5,27,배당종결,100,100.0,,4~7층,소형,1,201905,1,0,중랑구,서울특별시 중랑구 망우동,서울특별시 중랑구 망우동 508-11,669,서울특별시 중랑구 망우동 508-11,,,
서울동부5계,2018-52416,2018,아파트,"서울특별시 광진구 자양동 811, 1동 12층1202호 (자양동,광진하나플러스)",서울특별시 광진구 뚝섬로46길 74,자양동,811,1동,1202호,12.0,"자양동,광진하나플러스",175.14,88.294,1106000000,1106000000,1106000000.0,2019-05-27,2019,5,27,배당종결,100,100.0,,8~12층,초대형,1,201905,1,0,광진구,서울특별시 광진구 자양동,서울특별시 광진구 자양동 811,166,서울특별시 광진구 자양동 811,광진하나플러스아파트,37.52954915955134,127.07572751467993
서울북부2계,2018-105910,2018,아파트,"서울특별시 도봉구 방학동 720-18, 109동 14층1401호 (방학동,방학동삼성래미안)",서울특별시 도봉구 마들로 646,방학동,720-18,109동,1401호,14.0,"방학동,방학동삼성래미안",118.381,61.666,720000000,576000000,576000000.0,2019-05-27,2019,5,27,배당종결,80,80.0,,13~20층,대형,1,201905,1,0,도봉구,서울특별시 도봉구 방학동,서울특별시 도봉구 방학동 720-18,736,서울특별시 도봉구 방학동 720-18,방학삼성래미안1단지아파트,37.6669434576878,127.04733633569172
서울중앙1계,2018-6854,2018,아파트,"서울특별시 강남구 삼성동 79, 4동 12층 1201호",서울특별시 강남구 영동대로128길 15,삼성동,79,4동,1201호,12.0,,96.32,54.15,1980000000,1980000000,1980000000.0,2019-05-23,2019,5,23,배당종결,100,100.0,,8~12층,대형,1,201905,1,0,강남구,서울특별시 강남구 삼성동,서울특별시 강남구 삼성동 79,213,서울특별시 강남구 삼성동 79,홍실아파트,37.51996811346043,127.05963672995152
서울중앙8계,2018-6946,2018,아파트,"서울특별시 관악구 신림동 1474-6, 3층 302호 (신림동,삼성 아파트)",서울특별시 관악구 난곡로63길 26,신림동,1474-6,,302호,3.0,"신림동,삼성",65.0,20.443,369000000,295200000,295200000.0,2019-05-23,2019,5,23,배당종결,80,80.0,,지하~3층,중형,1,201905,1,0,관악구,서울특별시 관악구 신림동,서울특별시 관악구 신림동 1474-6,555,서울특별시 관악구 신림동 1474-6,삼성오피스텔,37.48102149435594,126.9131680204436
서울중앙7계,2018-104352,2018,아파트,서울특별시 강남구 삼성동  5-3 골든카운티 2층 201호,서울특별시 강남구 학동로68길 16,삼성동,5-3,,201호,2.0,,54.49,25.02,516500000,516500000,516500000.0,2019-05-23,2019,5,23,배당종결,100,100.0,지분매각,지하~3층,소형,1,201905,1,1,강남구,서울특별시 강남구 삼성동,서울특별시 강남구 삼성동 5-3,552,서울특별시 강남구 삼성동 5-3,골든카운티아파트,37.516986317937,127.046427021872
서울남부1계,2018-5055,2018,아파트,"서울특별시 강서구 화곡동 1145, 101동 15층1502호 (화곡동,우장산롯데캐슬)",서울특별시 강서구 공항대로 382,화곡동,1145,101동,1502호,15.0,"화곡동,우장산롯데캐슬",85.0,41.81,728000000,582400000,582400000.0,2019-05-22,2019,5,22,배당종결,80,80.0,,13~20층,중형,1,201905,1,0,강서구,서울특별시 강서구 화곡동,서울특별시 강서구 화곡동 1145,561,서울특별시 강서구 화곡동 1145,우장산롯데캐슬아파트,37.55518657785274,126.84804044324358
서울남부1계,2018-6195,2018,아파트,서울특별시 구로구 개봉동  306-3 신세기아파트 4층402호,서울특별시 구로구 개봉로19길 85,개봉동,306-3,,402호,4.0,,103.98,41.65,357000000,228480000,228480000.0,2019-05-22,2019,5,22,배당종결,64,64.0,,4~7층,대형,1,201905,1,0,구로구,서울특별시 구로구 개봉동,서울특별시 구로구 개봉동 306-3,335,서울특별시 구로구 개봉동 306-3,신세기아파트,37.49385304719243,126.85330542407692
서울남부1계,2018-6836,2018,아파트,"서울특별시 구로구 구로동 1272, 7층701호 (구로동,미래타워)",서울특별시 구로구 디지털로32길 92,구로동,1272,,701호,7.0,"구로동,미래타워",84.97,26.545,387000000,309600000,309600000.0,2019-05-22,2019,5,22,배당종결,80,80.0,,4~7층,중형,1,201905,1,0,구로구,서울특별시 구로구 구로동,서울특별시 구로구 구로동 1272,782,서울특별시 구로구 구로동 1272,미래타워오피스텔,37.4825535333624,126.899909577772
서울남부1계,2018-105627,2018,아파트,"서울특별시 양천구 신정동 329, 1403동 12층1204호 (신정동,목동신시가지아파트)",서울특별시 양천구 목동동로 130,신정동,329,1403동,1204호,12.0,"신정동,목동신시가지아파트",108.28,86.92,1500000000,960000000,960000000.0,2019-05-22,2019,5,22,배당종결,64,64.0,,8~12층,대형,1,201905,1,0,양천구,서울특별시 양천구 신정동,서울특별시 양천구 신정동 329,744,서울특별시 양천구 신정동 329,목동신시가지14단지아파트,37.5152221722599,126.87272574413
서울중앙10계,2018-106068,2018,아파트,"서울특별시 동작구 노량진동 325, 703동 17층1710호 (노량진동,신동아리버파크)",서울특별시 동작구 만양로 19,노량진동,325,703동,1710호,17.0,"노량진동,신동아리버파크",84.88,31.28,769000000,615200000,615200000.0,2019-05-22,2019,5,22,배당종결,80,80.0,,13~20층,중형,1,201905,1,0,동작구,서울특별시 동작구 노량진동,서울특별시 동작구 노량진동 325,203,서울특별시 동작구 노량진동 325,신동아리버파크아파트,37.5075001627655,126.944345294285
서울남부11계,2018-9927,2018,아파트,"서울특별시 구로구 신도림동 290, 2동 13층1309호 (신도림동,미성아파트)",서울특별시 구로구 신도림로11가길 36,신도림동,290,2동,1309호,13.0,"신도림동,미성아파트",52.45,26.0,374000000,299200000,299200000.0,2019-05-21,2019,5,21,배당종결,80,80.0,,13~20층,소형,1,201905,1,0,구로구,서울특별시 구로구 신도림동,서울특별시 구로구 신도림동 290,668,서울특별시 구로구 신도림동 290,미성아파트,37.507333355246935,126.87647145886532
서울남부11계,2018-107432,2018,아파트,"서울특별시 금천구 시흥동 1013, 521동 10층1008호 (시흥동,벽산아파트)",서울특별시 금천구 금하로 816,시흥동,1013,521동,1008호,10.0,"시흥동,벽산아파트",59.34,28.01,318000000,254400000,254400000.0,2019-05-21,2019,5,21,배당종결,80,80.0,,8~12층,소형,1,201905,1,0,금천구,서울특별시 금천구 시흥동,서울특별시 금천구 시흥동 1013,720,서울특별시 금천구 시흥동 1013,벽산5단지아파트,37.4482710161534,126.91877171285056
서울동부6계,2018-712,2018,아파트,"서울특별시 강동구 성내동 510-1, 5층501호 (성내동,광남캐스빌)",서울특별시 강동구 풍성로 147-14,성내동,510-1,,501호,5.0,"성내동,광남캐스빌",74.51,34.77,391000000,312800000,312800000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,4~7층,중형,1,201905,1,0,강동구,서울특별시 강동구 성내동,서울특별시 강동구 성내동 510-1,319,서울특별시 강동구 성내동 510-1,광남캐스빌아파트,37.53172307337042,127.1289801179771
서울동부2계,2018-2442,2018,아파트,"서울특별시 송파구 가락동 140, 203동 11층1103호 (가락동,가락쌍용아파트)",서울특별시 송파구 동남로 193,가락동,140,203동,1103호,11.0,"가락동,가락쌍용아파트",59.92,21.075,710000000,568000000,568000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,8~12층,소형,1,201905,1,0,송파구,서울특별시 송파구 가락동,서울특별시 송파구 가락동 140,408,서울특별시 송파구 가락동 140,가락쌍용1차아파트,37.49556859511541,127.1280720545949
서울북부9계,2018-6372,2018,아파트,"서울특별시 노원구 중계동 360-15, 307동 5층503호 (중계동,건영아파트)",서울특별시 노원구 노원로22길 71,중계동,360-15,307동,503호,5.0,"중계동,건영아파트",84.9,44.133,710000000,710000000,710000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,중형,1,201905,1,0,노원구,서울특별시 노원구 중계동,서울특별시 노원구 중계동 360-15,423,서울특별시 노원구 중계동 360-15,건영3차아파트,37.64843016184798,127.07498686641742
서울북부9계,2018-11251,2018,아파트,"서울특별시 도봉구 창동 443-1, 2층202호 (창동,삼성브래뉴아파트)",서울특별시 도봉구 덕릉로 286,창동,443-1,,202호,2.0,"창동,삼성브래뉴아파트",57.18,26.8,230000000,184000000,184000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,지하~3층,소형,1,201905,1,0,도봉구,서울특별시 도봉구 창동,서울특별시 도봉구 창동 443-1,113,서울특별시 도봉구 창동 443-1,,,
서울동부6계,2018-50311,2018,아파트,"서울특별시 송파구 잠실동 19, 137동 1층102호 (잠실동,잠실엘스)",서울특별시 송파구 올림픽로 99,잠실동,19,137동,102호,1.0,"잠실동,잠실엘스",42.4,20.27,770000000,616000000,616000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,지하~3층,소형,1,201905,1,0,송파구,서울특별시 송파구 잠실동,서울특별시 송파구 잠실동 19,19,서울특별시 송파구 잠실동 19,잠실엘스아파트,37.51293085517571,127.08146118769716
서울동부2계,2018-52072,2018,아파트,"서울특별시 송파구 신천동 20-4, 13동 4층401호",,신천동,20-4,13동,401호,4.0,,75.77,46.61,1310000000,1310000000,1310000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,중형,1,201905,1,0,송파구,서울특별시 송파구 신천동,서울특별시 송파구 신천동 20-4,861,서울특별시 송파구 신천동 20-4,진주아파트,37.51820651065042,127.1100165346767
서울북부8계,2018-102300,2018,아파트,"서울특별시 강북구 번동 656, 102동 7층702호 (번동,번동금호어울림)",서울특별시 강북구 오현로31길 85-7,번동,656,102동,702호,7.0,"번동,번동금호어울림",59.43,24.325,290000000,290000000,290000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,소형,1,201905,1,0,강북구,서울특별시 강북구 번동,서울특별시 강북구 번동 656,623,서울특별시 강북구 번동 656,금호아파트,37.63060557546366,127.03541811977244
