office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0,addr_api,Unnamed: 0,addr_name,brand_name,addr_lat,addr_lng
서울동부5계,2019-51762,2019,아파트,"서울특별시 송파구 가락동 126-2, 8층801호 (가락동,프라임아파트)",,가락동,126-2,0,801호,8.0,프라임아파트,84.4,31.68,563000000,563000000,766660000.0,2020-11-23,2020,11,23,매각,100,136.0,대항력있는임차인,8~12층,중형,1,202011,1,1,송파구,서울특별시 송파구 가락동,서울특별시 송파구 가락동 126-2,287,서울특별시 송파구 가락동 126-2,프라임아파트,37.49247416094926,127.12675167124758
서울중앙3계,2019-9942,2019,아파트,"서울특별시 서초구 방배동 460-1, 1층101호 (방배동,덕산럭스아파트)",,방배동,460-1,0,101호,1.0,덕산럭스아파트,142.26,58.25,1550000000,1240000000,1377700000.0,2020-11-17,2020,11,17,매각,80,89.0,,지하~3층,초대형,1,202011,1,0,서초구,서울특별시 서초구 방배동,서울특별시 서초구 방배동 460-1,40,서울특별시 서초구 방배동 460-1,덕산럭스아파트,37.4809326806536,126.985528207559
서울남부8계,2019-108852,2019,아파트,"서울특별시 강서구 화곡동 923-17, 6층 602호 (화곡동,효성아파트)",,화곡동,923-17,0,602호,6.0,효성아파트,51.18,19.99,168000000,107520000,131800000.0,2020-11-17,2020,11,17,매각,64,78.0,,4~7층,소형,1,202011,1,0,강서구,서울특별시 강서구 화곡동,서울특별시 강서구 화곡동 923-17,371,서울특별시 강서구 화곡동 923-17,,,
서울동부3계,2019-5271,2019,아파트,"서울특별시 강동구 길동 414-4, 16층1608호 (길동,강동와이시티)",,길동,414-4,강동,1608호,16.0,길동와이시티,13.97,3.5981,126000000,64512000,102000010.0,2020-11-16,2020,11,16,매각,51,81.0,,13~20층,소형,1,202011,1,0,강동구,서울특별시 강동구 길동,서울특별시 강동구 길동 414-4,400,서울특별시 강동구 길동 414-4,강동와이시티오피스텔,37.53657528822511,127.13747433111482
서울북부9계,2019-9064,2019,아파트,서울특별시 노원구 월계동  496-2 송암아파트 4층402호,,월계동,496-2,0,402호,4.0,496-2송암아파트,58.23,27.35,280000000,224000000,242550000.0,2020-11-16,2020,11,16,매각,80,87.0,,4~7층,소형,1,202011,1,0,노원구,서울특별시 노원구 월계동,서울특별시 노원구 월계동 496-2,50,서울특별시 노원구 월계동 496-2,송암아파트,37.6196879907719,127.056966080257
서울북부9계,2020-452,2020,아파트,"서울특별시 동대문구 청량리동 235-11, 3동 4층403호 (청량리동,미주아파트)",,청량리동,235-11,3동,403호,4.0,미주아파트,68.75,30.65,570000000,570000000,630000000.0,2020-11-16,2020,11,16,매각,100,111.0,토지및건물 지분매각,4~7층,중형,1,202011,1,1,동대문구,서울특별시 동대문구 청량리동,서울특별시 동대문구 청량리동 235-11,815,서울특별시 동대문구 청량리동 235-11,미주아파트,37.5834583679649,127.046441099047
서울동부3계,2020-51294,2020,아파트,"서울특별시 송파구 가락동 79, 8층801호 (가락동,송파롯데캐슬파인힐)",,가락동,79,0,801호,8.0,송파롯데캐슬파인힐,180.667,24.616,1148000000,1148000000,1220000010.0,2020-11-16,2020,11,16,매각,100,106.0,,8~12층,초대형,1,202011,1,0,송파구,서울특별시 송파구 가락동,서울특별시 송파구 가락동 79,485,서울특별시 송파구 가락동 79,송파롯데캐슬파인힐아파트,37.49441856684362,127.1215758412106
서울중앙2계,2019-107280,2019,아파트,"서울특별시 관악구 신림동 1735, 205동 7층 702호 (신림동,관악산휴먼시아)",,신림동,1735,205동,702호,7.0,관악산휴먼시아,84.97,47.6202,575000000,575000000,707778770.0,2020-11-12,2020,11,12,매각,100,123.0,,4~7층,중형,1,202011,1,0,관악구,서울특별시 관악구 신림동,서울특별시 관악구 신림동 1735,787,서울특별시 관악구 신림동 1735,관악산휴먼시아2단지아파트,37.45903694158076,126.91968237692367
서울중앙2계,2019-109538,2019,아파트,"서울특별시 동작구 노량진동 325, 706동 20층 2005호 (노량진동,신동아리버파크)",,노량진동,325,706동,2005호,20.0,325노량진동아리버파크,59.67,23.55,655000000,655000000,837000000.0,2020-11-12,2020,11,12,매각,100,128.0,,13~20층,소형,1,202011,1,0,동작구,서울특별시 동작구 노량진동,서울특별시 동작구 노량진동 325,203,서울특별시 동작구 노량진동 325,신동아리버파크아파트,37.5075001627655,126.944345294285
서울남부11계,2019-109107,2019,아파트,"서울특별시 양천구 신월동 134-17, 8층804호 (신월동,태형아파트)",,신월동,134-17,0,804호,8.0,태형아파트,59.76,18.58,249000000,199200000,273400000.0,2020-11-11,2020,11,11,매각,80,110.0,"공유물분할경매,대항력있는임차인",8~12층,소형,1,202011,1,1,양천구,서울특별시 양천구 신월동,서울특별시 양천구 신월동 134-17,702,서울특별시 양천구 신월동 134-17,태형아파트,37.53276676630968,126.83252254697015
서울중앙1계,2019-6844,2019,아파트,"서울특별시 동작구 신대방동 711, 101동 11층1105호 (신대방동,보라매파크빌아파트)",,신대방동,711,101동,1105호,11.0,보라매파크빌아파트,84.59,42.87,893000000,893000000,1183110000.0,2020-11-10,2020,11,10,매각,100,132.0,,8~12층,중형,1,202011,1,0,동작구,서울특별시 동작구 신대방동,서울특별시 동작구 신대방동 711,252,서울특별시 동작구 신대방동 711,보라매파크빌아파트,37.4944112827633,126.9155328793478
서울남부9계,2019-108821,2019,아파트,"서울특별시 구로구 개봉동 481, 117동 22층 2201호 (개봉동,현대아파트)",,개봉동,481,117동,2201호,22.0,현대아파트,114.99,41.78,762000000,762000000,861867000.0,2020-11-10,2020,11,10,매각,100,113.0,,21층 이상,대형,1,202011,1,0,구로구,서울특별시 구로구 개봉동,서울특별시 구로구 개봉동 481,442,서울특별시 구로구 개봉동 481,현대1단지아파트,37.49207898790344,126.85849463174304
서울동부2계,2019-54037,2019,아파트,"서울특별시 강동구 성내동 405-9, 801동 3층302호 (성내동,한솔애리즈아파트)",,성내동,405-9,801동,302호,3.0,한솔애리즈아파트,84.74,51.74,566000000,452800000,572000000.0,2020-11-09,2020,11,9,매각,80,101.0,유치권,지하~3층,중형,1,202011,1,1,강동구,서울특별시 강동구 성내동,서울특별시 강동구 성내동 405-9,87,서울특별시 강동구 성내동 405-9,한솔애리즈8차아파트,37.53108705692965,127.13375903834604
서울동부2계,2019-56316,2019,아파트,"서울특별시 송파구 장지동 857, 1301동 3층303호 (장지동,송파파인타운13단지)",,장지동,857,1301동,303호,3.0,송파파인타운13단지,84.92,,1150000000,1150000000,1410000000.0,2020-11-09,2020,11,9,매각,100,123.0,,지하~3층,중형,0,202011,1,0,송파구,서울특별시 송파구 장지동,서울특별시 송파구 장지동 857,730,서울특별시 송파구 장지동 857,송파파인타운13단지아파트,37.47689490566791,127.1291809029229
서울북부3계,2019-100332,2019,아파트,"서울특별시 동대문구 답십리동 10, 102동 2층 205호 (답십리동,동아아파트)",,답십리동,10,102동,205호,2.0,10답십리동아아파트,101.94,37.06,562000000,562000000,732100000.0,2020-11-09,2020,11,9,매각,100,130.0,,지하~3층,대형,1,202011,1,0,동대문구,서울특별시 동대문구 답십리동,서울특별시 동대문구 답십리동 10,543,서울특별시 동대문구 답십리동 10,동아아파트,37.569341802916576,127.06170904439826
서울북부3계,2020-636,2020,아파트,"서울특별시 중랑구 면목동 1512, 5층504호 (면목동,형진아파트)",,면목동,1512,0,504호,5.0,형진아파트,84.18,27.73,430000000,430000000,452600000.0,2020-11-09,2020,11,9,매각,100,105.0,,4~7층,중형,1,202011,1,0,중랑구,서울특별시 중랑구 면목동,서울특별시 중랑구 면목동 1512,524,서울특별시 중랑구 면목동 1512,형진아파트,37.5864566024313,127.07499258585
서울북부3계,2020-101041,2020,아파트,"서울특별시 동대문구 휘경동 365, 106동 15층1501호 (휘경동,휘경동일하이빌)",,휘경동,365,106동,1501호,15.0,365휘경동일하이빌,84.99700000000001,43.3586,602000000,602000000,787570000.0,2020-11-09,2020,11,9,매각,100,131.0,대항력있는임차인,13~20층,중형,1,202011,1,1,동대문구,서울특별시 동대문구 휘경동,서울특별시 동대문구 휘경동 365,658,서울특별시 동대문구 휘경동 365,휘경동일하이빌아파트,37.58234553389647,127.07329930847096
서울북부4계,2020-101263,2020,아파트,"서울특별시 강북구 미아동 198-36, 10층1001호 (미아동,그린힐빌라트아파트)",,미아동,198-36,0,1001호,10.0,그린힐빌라트아파트,198.95,82.38,710000000,568000000,681830000.0,2020-11-09,2020,11,9,매각,80,96.0,,8~12층,초대형,1,202011,1,0,강북구,서울특별시 강북구 미아동,서울특별시 강북구 미아동 198-36,159,서울특별시 강북구 미아동 198-36,그린힐빌라트,37.627154813024205,127.02873284486026
서울중앙21계,2020-255,2020,아파트,"서울특별시 동작구 상도동 283-68, 1층102호 (상도동,파크뷰아파트)",,상도동,283-68,0,102호,1.0,파크뷰아파트,79.44,38.77,300000000,240000000,285880000.0,2020-11-03,2020,11,3,매각,80,95.0,,지하~3층,중형,1,202011,1,0,동작구,서울특별시 동작구 상도동,서울특별시 동작구 상도동 283-68,597,서울특별시 동작구 상도동 283-68,파크뷰아파트,37.49422878854029,126.93630265266324
서울동부4계,2019-4049,2019,아파트,"서울특별시 강동구 둔촌동 545, 15층1512호 (둔촌동,둔촌하이츠아파트)",,둔촌동,545,0,1512호,15.0,둔촌하이츠아파트,114.69,37.76,892000000,892000000,980010000.0,2020-11-02,2020,11,2,매각,100,110.0,,13~20층,대형,1,202011,1,0,강동구,서울특별시 강동구 둔촌동,서울특별시 강동구 둔촌동 545,209,서울특별시 강동구 둔촌동 545,둔촌하이츠아파트,37.52952723307251,127.1423996981354
서울동부4계,2019-5301,2019,아파트,"서울특별시 송파구 거여동 291, 208동 4층401호 (거여동,효성아파트)",,거여동,291,208동,401호,4.0,효성아파트,101.95,47.86600000000001,950000000,950000000,1060100000.0,2020-11-02,2020,11,2,매각,100,112.0,,4~7층,대형,1,202011,1,0,송파구,서울특별시 송파구 거여동,서울특별시 송파구 거여동 291,67,서울특별시 송파구 거여동 291,거여2단지효성동아아파트,37.490325277573454,127.1462331154555
서울동부4계,2019-5417,2019,아파트,"서울특별시 광진구 광장동 145-8, 13동 2층204호",,광장동,145-8,13동,204호,2.0,145-8,226.45,223.0,2320000000,1856000000,2187000000.0,2020-11-02,2020,11,2,매각,80,94.0,,지하~3층,초대형,1,202011,1,0,광진구,서울특별시 광진구 광장동,서울특별시 광진구 광장동 145-8,116,서울특별시 광진구 광장동 145-8,워커힐아파트,37.5522863388233,127.10861918517
서울동부4계,2020-814,2020,아파트,"서울특별시 송파구 문정동 145, 6동 12층1202호 (문정동,문정시영아파트)",,문정동,145,6동,1202호,12.0,문정시영아파트,39.69,26.592,638000000,638000000,731519000.0,2020-11-02,2020,11,2,매각,100,115.0,,8~12층,소형,1,202011,1,0,송파구,서울특별시 송파구 문정동,서울특별시 송파구 문정동 145,776,서울특별시 송파구 문정동 145,문정시영아파트,37.490597626696704,127.1354462575153
서울북부2계,2020-101614,2020,아파트,"서울특별시 성북구 돈암동 609-1, 111동 6층606호 (돈암동,한신아파트)",,돈암동,609-1,111동,606호,6.0,한신아파트,66.48,26.505,377000000,377000000,380000800.0,2020-11-02,2020,11,2,매각,100,101.0,토지및건물 지분매각,4~7층,중형,1,202011,1,1,성북구,서울특별시 성북구 돈암동,서울특별시 성북구 돈암동 609-1,754,서울특별시 성북구 돈암동 609-1,한신한진아파트,37.59480874606793,127.0103177857626
서울남부10계,2020-893,2020,아파트,"서울특별시 강서구 내발산동 749, 504동 6층604호 (내발산동,마곡 수명산 파크 5단지)",,내발산동,749,504동,604호,6.0,마곡수명산파크5단지,59.84,41.723,668000000,534400000,712500000.0,2020-10-28,2020,10,28,매각,80,107.0,대항력있는임차인,4~7층,소형,1,202010,1,1,강서구,서울특별시 강서구 내발산동,서울특별시 강서구 내발산동 749,154,서울특별시 강서구 내발산동 749,마곡수명산파크5단지아파트,37.55140212822092,126.82690398173058
서울남부10계,2020-1223,2020,아파트,"서울특별시 강서구 염창동 272-28, 302동 1층106호 (염창동,염창3차우성아파트)",,염창동,272-28,302동,106호,1.0,염창3차우성아파트,84.96,39.51,647000000,517600000,707070700.0,2020-10-28,2020,10,28,매각,80,109.0,,지하~3층,중형,1,202010,1,0,강서구,서울특별시 강서구 염창동,서울특별시 강서구 염창동 272-28,806,서울특별시 강서구 염창동 272-28,염창우성3차아파트,37.5512996032798,126.8674225249956
서울서부6계,2020-51289,2020,아파트,"서울특별시 은평구 진관동 13, 707동 5층504호 (진관동,은평뉴타운 상림마을)",,진관동,13,707동,504호,5.0,은평뉴타운상림마을,84.83,66.9883,649000000,649000000,715450000.0,2020-10-27,2020,10,27,매각,100,110.0,,4~7층,중형,1,202010,1,0,은평구,서울특별시 은평구 진관동,서울특별시 은평구 진관동 13,582,서울특별시 은평구 진관동 13,상림마을은평뉴타운3단지아이파크아파트,37.6460406796935,126.9263254069071
서울중앙7계,2018-108149,2018,아파트,서울특별시 강남구 개포동  187  506동 2층205호,,개포동,187,506동,205호,2.0,187,61.19,51.08,1420000000,1420000000,1773100000.0,2020-10-22,2020,10,22,매각,100,125.0,,지하~3층,중형,1,202010,1,0,강남구,서울특별시 강남구 개포동,서울특별시 강남구 개포동 187,336,서울특별시 강남구 개포동 187,개포주공5단지아파트,37.487626247190015,127.0684576812334
서울중앙7계,2019-4213,2019,아파트,"서울특별시 서초구 서초동 1467-37, 505동 1층101호 (서초동,서초3차대림이-편한세상)",,서초동,1467-37,505동,101호,1.0,서초3차대림이-편한세상,158.24,71.46,1585000000,1585000000,1632999999.0,2020-10-22,2020,10,22,매각,100,103.0,,지하~3층,초대형,1,202010,1,0,서초구,서울특별시 서초구 서초동,서울특별시 서초구 서초동 1467-37,296,서울특별시 서초구 서초동 1467-37,서초3차대림이편한세상아파트,37.4786591686755,127.007701473721
서울중앙7계,2019-6837,2019,아파트,서울특별시 강남구 압구정동  482,,압구정동,482,0,,4.0,482,107.64,35.83,2110000000,2110000000,2413099999.0,2020-10-22,2020,10,22,매각,100,114.0,,4~7층,대형,1,202010,1,0,강남구,서울특별시 강남구 압구정동,서울특별시 강남구 압구정동 482,228,서울특별시 강남구 압구정동 482,,,
서울남부3계,2020-1605,2020,아파트,"서울특별시 양천구 목동 905-22, 30층디-3004호 (목동,목동트윈빌)",,목동,905-22,목동,-3004호,30.0,디목동트윈빌,201.32,22.70300000000001,1400000000,1400000000,1680090000.0,2020-10-22,2020,10,22,매각,100,120.0,,21층 이상,초대형,1,202010,1,0,양천구,서울특별시 양천구 목동,서울특별시 양천구 목동 905-22,499,서울특별시 양천구 목동 905-22,목동트윈빌아파트,37.53218601468518,126.87676423904634
서울중앙10계,2019-7069,2019,아파트,"서울특별시 강남구 청담동 104-5, 씨동 3층303호 (청담동,삼호빌라)",,청담동,104-5,씨동,303호,3.0,삼빌라,229.77,96.25,3124000000,1999360000,2800000000.0,2020-10-21,2020,10,21,매각,64,90.0,,지하~3층,초대형,1,202010,1,0,강남구,서울특별시 강남구 청담동,서울특별시 강남구 청담동 104-5,421,서울특별시 강남구 청담동 104-5,,,
서울중앙10계,2019-104144,2019,아파트,"서울특별시 동작구 사당동 238-6, 3층302호 (사당동,레디앙스아파트)",,사당동,238-6,0,302호,3.0,레디앙스아파트,74.47,35.344,430000000,344000000,485000000.0,2020-10-21,2020,10,21,매각,80,113.0,,지하~3층,중형,1,202010,1,0,동작구,서울특별시 동작구 사당동,서울특별시 동작구 사당동 238-6,60,서울특별시 동작구 사당동 238-6,레디앙스아파트,37.4817774792531,126.966187633439
서울중앙10계,2019-107563,2019,아파트,"서울특별시 서초구 잠원동 58-16, 319동 12층 1211호 (잠원동,신반포아파트)",,잠원동,58-16,319동,1211호,12.0,신반포아파트,54.11,30.02,1550000000,1550000000,1661230000.0,2020-10-21,2020,10,21,매각,100,107.0,,8~12층,소형,1,202010,1,0,서초구,서울특별시 서초구 잠원동,서울특별시 서초구 잠원동 58-16,254,서울특별시 서초구 잠원동 58-16,신반포10차아파트,37.512608525630704,127.01400284994098
서울남부4계,2018-103058,2018,아파트,"서울특별시 양천구 신정동 1306, 106동 2층203호 (신정동,세양청마루아파트)",,신정동,1306,106동,203호,2.0,세양청마루아파트,84.98,43.9,575000000,575000000,803770000.0,2020-10-20,2020,10,20,매각,100,140.0,,지하~3층,중형,1,202010,1,0,양천구,서울특별시 양천구 신정동,서울특별시 양천구 신정동 1306,162,서울특별시 양천구 신정동 1306,세양청마루아파트,37.50715349874025,126.86367784524776
서울동부5계,2019-56071,2019,아파트,"서울특별시 광진구 군자동 99, 102동 2층212호 (군자동,일성파크아파트)",,군자동,99,102동,212호,2.0,일성파크아파트,84.96,37.18,611000000,611000000,634080000.0,2020-10-19,2020,10,19,매각,100,104.0,,지하~3층,중형,1,202010,1,0,광진구,서울특별시 광진구 군자동,서울특별시 광진구 군자동 99,842,서울특별시 광진구 군자동 99,일성파크아파트,37.55126880566098,127.0726260748026
서울남부11계,2019-8655,2019,아파트,"서울특별시 강서구 화곡동 1159, 126동 10층1002호 (화곡동,우장산아이파크이편한세상)",,화곡동,1159,126동,1002호,10.0,우장산아이파크이편한세상,84.97,40.282,936000000,936000000,1076400000.0,2020-10-14,2020,10,14,매각,100,115.0,,8~12층,중형,1,202010,1,0,강서구,서울특별시 강서구 화곡동,서울특별시 강서구 화곡동 1159,195,서울특별시 강서구 화곡동 1159,우장산아이파크이편한세상아파트,37.54942822036064,126.83781756883712
서울남부11계,2019-9214,2019,아파트,"서울특별시 영등포구 영등포동8가 51-1, 13층1305호 (영등포동8가,메이준)",,영등포동8가,51-1,0,1305호,13.0,메이준,12.23,2.95,127000000,81280000,96100000.0,2020-10-14,2020,10,14,매각,64,76.0,,13~20층,소형,1,202010,1,0,영등포구,서울특별시 영등포구 영등포동8가,서울특별시 영등포구 영등포동8가 51-1,340,서울특별시 영등포구 영등포동8가 51-1,메이준오피스텔,37.526942860717774,126.90589145446374
서울남부11계,2019-9214,2019,아파트,"서울특별시 구로구 구로동 104-3, 12층1207호 (구로동,그린플러스구로해담채3)",,구로동,104-3,0,1207호,12.0,그린플러스구로해담채3,13.39,2.7336,130000000,83200000,90900000.0,2020-10-14,2020,10,14,매각,64,70.0,,8~12층,소형,1,202010,1,0,구로구,서울특별시 구로구 구로동,서울특별시 구로구 구로동 104-3,646,서울특별시 구로구 구로동 104-3,구로그린플러스해담채3오피스텔,37.4969788910682,126.89100636938912
서울중앙4계,2019-108757,2019,아파트,"서울특별시 강남구 개포동 177, 1동 6층 601호 (개포동,현대아파트)",,개포동,177,1동,601호,6.0,현대아파트,163.85,117.47,2470000000,2470000000,2910000000.0,2020-10-14,2020,10,14,매각,100,118.0,,4~7층,초대형,1,202010,1,0,강남구,서울특별시 강남구 개포동,서울특별시 강남구 개포동 177,687,서울특별시 강남구 개포동 177,현대3차아파트,37.48800349249797,127.06072393382408
서울중앙4계,2019-9591,2019,아파트,"서울특별시 관악구 신림동 1727, 101동 20층2003호 (신림동,임광관악파크)",,신림동,1727,101동,2003호,20.0,임광관악파크,119.96,44.19,639000000,639000000,655700000.0,2020-10-14,2020,10,14,매각,100,103.0,,13~20층,대형,1,202010,1,0,관악구,서울특별시 관악구 신림동,서울특별시 관악구 신림동 1727,830,서울특별시 관악구 신림동 1727,임광관악파크아파트,37.46970451940984,126.91910122336526
서울남부1계,2019-106979,2019,아파트,"서울특별시 강서구 방화동 819, 104동 7층 705호 (방화동,방화동개화아파트)",,방화동,819,104동,705호,7.0,819방화동개화아파트,133.98,61.423,695000000,695000000,753750000.0,2020-10-13,2020,10,13,매각,100,108.0,법정지상권,4~7층,대형,1,202010,1,1,강서구,서울특별시 강서구 방화동,서울특별시 강서구 방화동 819,608,서울특별시 강서구 방화동 819,방화개화아파트,37.5809220124094,126.8125392799824
서울중앙3계,2019-107020,2019,아파트,"서울특별시 강남구 도곡동 467-29, 지동 22층 2207호 (도곡동,타워팰리스)",,도곡동,467-29,지동,2207호,22.0,타워팰리스,141.648,23.24,2210000000,2210000000,2806880000.0,2020-10-13,2020,10,13,매각,100,127.0,,21층 이상,초대형,1,202010,1,0,강남구,서울특별시 강남구 도곡동,서울특별시 강남구 도곡동 467-29,294,서울특별시 강남구 도곡동 467-29,타워팰리스3차오피스텔,37.48733513266797,127.05283333247247
서울중앙3계,2019-107358,2019,아파트,"서울특별시 서초구 서초동 1754, 203동 26층 2604호 (서초동,래미안서초에스티지에스)",,서초동,1754,203동,2604호,26.0,래미안서초에스티지에스,111.01,48.4646,2550000000,2550000000,2741000000.0,2020-10-13,2020,10,13,매각,100,107.0,,21층 이상,대형,1,202010,1,0,서초구,서울특별시 서초구 서초동,서울특별시 서초구 서초동 1754,675,서울특별시 서초구 서초동 1754,래미안서초에스티지S아파트,37.49333739191532,127.02687336071624
서울남부1계,2019-109015,2019,아파트,"서울특별시 구로구 오류동 338, 203동 20층2002호 (오류동,동부골든아파트)",,오류동,338,203동,2002호,20.0,338오류동부골든아파트,42.48,15.76,200000000,200000000,221009000.0,2020-10-13,2020,10,13,매각,100,111.0,토지및건물 지분매각,13~20층,소형,1,202010,1,1,구로구,서울특별시 구로구 오류동,서울특별시 구로구 오류동 338,487,서울특별시 구로구 오류동 338,동부골든아파트,37.49929163228453,126.83953192156004
서울동부3계,2018-53525,2018,아파트,"서울특별시 성동구 옥수동 561, 102동 13층1302호 (옥수동,래미안옥수리버젠)",,옥수동,561,102동,1302호,13.0,래미안옥수리버젠,84.81,44.32,1390000000,1112000000,1498789000.0,2020-10-12,2020,10,12,매각,80,108.0,,13~20층,중형,1,202010,1,0,성동구,서울특별시 성동구 옥수동,서울특별시 성동구 옥수동 561,673,서울특별시 성동구 옥수동 561,래미안옥수리버젠아파트,37.5449806355556,127.01383916640964
서울북부8계,2018-106043,2018,아파트,"서울특별시 도봉구 방학동 612-2, 3층301호 (방학동,태양아파트)",,방학동,612-2,0,301호,3.0,태양아파트,81.87,38.0,233000000,186400000,193200000.0,2020-10-12,2020,10,12,매각,80,83.0,,지하~3층,중형,1,202010,1,0,도봉구,서울특별시 도봉구 방학동,서울특별시 도봉구 방학동 612-2,868,서울특별시 도봉구 방학동 612-2,,,
서울동부3계,2019-3725,2019,아파트,"서울특별시 강동구 둔촌동 518-1, 2층205호 (둔촌동,그랜드아파트)",,둔촌동,518-1,0,205호,2.0,그랜드아파트,107.96,40.01,521000000,521000000,608900000.0,2020-10-12,2020,10,12,매각,100,117.0,,지하~3층,대형,1,202010,1,0,강동구,서울특별시 강동구 둔촌동,서울특별시 강동구 둔촌동 518-1,131,서울특별시 강동구 둔촌동 518-1,그랜드아파트,37.52886183634414,127.13823513541897
서울북부9계,2019-9972,2019,아파트,"서울특별시 성북구 석관동 410, 106동 17층1704호 (석관동,래미안아트리치)",,석관동,410,106동,1704호,17.0,래미안아트리치,84.97,46.3,810000000,810000000,924990000.0,2020-10-12,2020,10,12,매각,100,114.0,,13~20층,중형,1,202010,1,0,성북구,서울특별시 성북구 석관동,서울특별시 성북구 석관동 410,465,서울특별시 성북구 석관동 410,래미안아트리치아파트,37.60627685061643,127.06385619240235
서울동부3계,2019-53836,2019,아파트,서울특별시 송파구 잠실동 40,,잠실동,40,0,,33.0,40,84.445,12.95,1150000000,1150000000,1380000000.0,2020-10-12,2020,10,12,매각,100,120.0,대항력있는임차인,21층 이상,중형,1,202010,1,1,송파구,서울특별시 송파구 잠실동,서울특별시 송파구 잠실동 40,124,서울특별시 송파구 잠실동 40,갤러리아팰리스오피스텔,37.51110428250743,127.0939178657084
서울동부3계,2019-54549,2019,아파트,"서울특별시 송파구 방이동 89, 111동 12층1203호 (방이동,올림픽선수기자촌아파트)",,방이동,89,111동,1203호,12.0,올림픽선수기자촌아파트,100.82,83.57,1670000000,1670000000,1843500000.0,2020-10-12,2020,10,12,매각,100,110.0,,8~12층,대형,1,202010,1,0,송파구,서울특별시 송파구 방이동,서울특별시 송파구 방이동 89,587,서울특별시 송파구 방이동 89,올림픽선수기자촌아파트,37.5143844900996,127.135158949349
서울북부5계,2019-106217,2019,아파트,"서울특별시 동대문구 장안동 466-5, 6층615호",,장안동,466-5,0,615호,6.0,,12.9463,5.84,125000000,100000000,115050000.0,2020-10-12,2020,10,12,매각,80,92.0,,4~7층,소형,1,202010,1,0,동대문구,서울특별시 동대문구 장안동,서울특별시 동대문구 장안동 466-5,575,서울특별시 동대문구 장안동 466-5,,,
서울북부8계,2019-107692,2019,아파트,"서울특별시 노원구 중계동 592, 102동 18층1804호 (중계동,벽산아파트)",,중계동,592,102동,1804호,18.0,벽산아파트,85.0,26.838,611000000,611000000,734444400.0,2020-10-12,2020,10,12,매각,100,120.0,,13~20층,중형,1,202010,1,0,노원구,서울특별시 노원구 중계동,서울특별시 노원구 중계동 592,759,서울특별시 노원구 중계동 592,벽산아파트(중계3차),37.65429105475222,127.07355582188104
서울동부3계,2020-128,2020,아파트,"서울특별시 송파구 방이동 104-4, 9층902호 (방이동,아크로빌아파트)",,방이동,104-4,0,902호,9.0,아크로빌아파트,190.14,110.07,1295000000,1295000000,1950000000.0,2020-10-12,2020,10,12,매각,100,151.0,,8~12층,초대형,1,202010,1,0,송파구,서울특별시 송파구 방이동,서울특별시 송파구 방이동 104-4,374,서울특별시 송파구 방이동 104-4,아크로빌아파트,37.51201959315304,127.1116463834244
서울북부5계,2020-101065,2020,아파트,"서울특별시 성북구 길음동 1279, 106동 6층604호 (길음동,래미안길음1차)",,길음동,1279,106동,604호,6.0,래미안길음1차,114.98,52.45,955000000,955000000,1088920000.0,2020-10-12,2020,10,12,매각,100,114.0,,4~7층,대형,1,202010,1,0,성북구,서울특별시 성북구 길음동,서울특별시 성북구 길음동 1279,571,서울특별시 성북구 길음동 1279,길음래미안1단지아파트,37.60583919100933,127.02024903938056
서울북부8계,2020-101287,2020,아파트,"서울특별시 도봉구 방학동 507, 104동 9층903호 (방학동,우성아파트)",,방학동,507,104동,903호,9.0,우성아파트,83.85,37.9388,380000000,380000000,468980000.0,2020-10-12,2020,10,12,매각,100,123.0,,8~12층,중형,1,202010,1,0,도봉구,서울특별시 도봉구 방학동,서울특별시 도봉구 방학동 507,35,서울특별시 도봉구 방학동 507,우성1차아파트,37.657955145569474,127.02386250683656
서울북부9계,2020-101294,2020,아파트,"서울특별시 성북구 하월곡동 218, 3층306호 (하월곡동,아남아파트)",,하월곡동,218,0,306호,3.0,아남아파트,84.69,25.68,449000000,449000000,523777000.0,2020-10-12,2020,10,12,매각,100,117.0,,지하~3층,중형,1,202010,1,0,성북구,서울특별시 성북구 하월곡동,서울특별시 성북구 하월곡동 218,443,서울특별시 성북구 하월곡동 218,아남아파트,37.60569167122821,127.03469056727768
서울중앙2계,2019-2934,2019,아파트,서울특별시 서초구 방배동  482-4 청광아트빌14차 1층102호,,방배동,482-4,0,102호,1.0,482-4청광아트빌14차,244.84,101.56,1470000000,1470000000,1500000000.0,2020-10-08,2020,10,8,매각,100,102.0,공동담보,지하~3층,초대형,1,202010,1,1,서초구,서울특별시 서초구 방배동,서울특별시 서초구 방배동 482-4,376,서울특별시 서초구 방배동 482-4,청광아트빌14차아파트,37.47533962551704,126.98940924623965
서울중앙2계,2019-2934,2019,아파트,서울특별시 서초구 방배동  482-4 청광아트빌14차 2층202호,,방배동,482-4,0,202호,2.0,482-4청광아트빌14차,244.84,101.55,1480000000,1480000000,1536000000.0,2020-10-08,2020,10,8,매각,100,104.0,공동담보,지하~3층,초대형,1,202010,1,1,서초구,서울특별시 서초구 방배동,서울특별시 서초구 방배동 482-4,376,서울특별시 서초구 방배동 482-4,청광아트빌14차아파트,37.47533962551704,126.98940924623965
